handle,caption_name,country,state_province,city,capital_country,capital_state_province,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
weberfortexas,US Representative Weber,United States,Texas,Austin,Washington DC,Austin,AAEntity,US Representative Weber,,gov_handles_mapping,ab260ce97dd8e282863ca0101d2d158d,gov_handles_mapping__ab260ce97dd8e282863ca0101d2d158d
markwaynemullin,US Representative Mullin,United States,Oklahoma,Oklahoma City,Washington DC,Oklahoma City,News,US Representative Mullin,,gov_handles_mapping,ff10fc0bf6d34da6030c7260e3022842,gov_handles_mapping__ff10fc0bf6d34da6030c7260e3022842
repsarbanes,US Representative Sarbanes,United States,Maryland,Baltimore,Washington DC,Annapolis,ForeignMinister,US Representative Sarbanes,,gov_handles_mapping,13aa8b24947313698d2c3430cbb7f3f5,gov_handles_mapping__13aa8b24947313698d2c3430cbb7f3f5
timburchett,US Representative Burchett,United States,Tennessee,Knoxville,Washington DC,Nashville,IndustryTerm,US Representative Burchett,,gov_handles_mapping,91abf1f86f7123eef851976bd02c0406,gov_handles_mapping__91abf1f86f7123eef851976bd02c0406
loisfrankel,US Representative Frankel,United States,Florida,Tallahassee,Washington DC,Tallahassee,Shipping,US Representative Frankel,,gov_handles_mapping,b03db480c91aa6029905464e282511f6,gov_handles_mapping__b03db480c91aa6029905464e282511f6
colinallredtx,US Representative Allred,United States,Texas,Dallas,Washington DC,Austin,ForeignMinistry,US Representative Allred,,gov_handles_mapping,b298c80c6ff1a5bb32a00fc386a1a7d8,gov_handles_mapping__b298c80c6ff1a5bb32a00fc386a1a7d8
susanbrooksin,US Representative Susan Brooks,United States,Indiana,Carmel,Washington DC,Indianapolis,Exec,US Representative Susan Brooks,,gov_handles_mapping,0e1b83c253fd3d60aa2868e8741585cf,gov_handles_mapping__0e1b83c253fd3d60aa2868e8741585cf
collinsforga,US Representative Collins,United States,Georgia,Gainesville,Washington DC,Atlanta,Exec,US Representative Collins,,gov_handles_mapping,4c75af0fadc1e20a759a0084f61cae13,gov_handles_mapping__4c75af0fadc1e20a759a0084f61cae13
judgejohncarter,US Representative John Carter,United States,Texas,Round Rock,Washington DC,Austin,AAEntity,US Representative John Carter,,gov_handles_mapping,0ddfd606a0f6236ce9972975ab96e891,gov_handles_mapping__0ddfd606a0f6236ce9972975ab96e891
repricklarsen,US Representative Larsen,United States,Washington,Lake Stevens,Washington DC,Olympia,Consulates,US Representative Larsen,,gov_handles_mapping,4b7dccccf15545430ec10a849a13d1c3,gov_handles_mapping__4b7dccccf15545430ec10a849a13d1c3
markamodeinv2,US Representative Amodei,United States,Nevada,Carson City,Washington DC,Carson City,Shipping,US Representative Amodei,,gov_handles_mapping,31d9ec70ef7b2b4c2618c883886b4ed1,gov_handles_mapping__31d9ec70ef7b2b4c2618c883886b4ed1
jimmygomezca,US Representative Gomez,United States,California,Los Angeles,Washington DC,Sacramento,Media,US Representative Gomez,,gov_handles_mapping,b3249a0e9d3ef5e794450f2c73b2b868,gov_handles_mapping__b3249a0e9d3ef5e794450f2c73b2b868
stewartforutah,US Representative Stewart,United States,Utah,Farmington,Washington DC,Salt Lake City,Legislator,US Representative Stewart,,gov_handles_mapping,e6b1979501cfa46b2d708cc501b55ed1,gov_handles_mapping__e6b1979501cfa46b2d708cc501b55ed1
haleylive,US Representative Stevens,United States,Michigan,Rochester HIlls,Washington DC,Lansing,Consulates,US Representative Stevens,,gov_handles_mapping,267fce92fc550269e1e452f69aaaaa3b,gov_handles_mapping__267fce92fc550269e1e452f69aaaaa3b
rephorsford,US Representative Horsford,United States,Nevada,Las Vegas,Washington DC,Carson City,DiplomaticFacilities,US Representative Horsford,,gov_handles_mapping,5136b23627fa0dce942fc3246012ca5f,gov_handles_mapping__5136b23627fa0dce942fc3246012ca5f
repmcnerney,US Representative McNerney,United States,California,Stockton,Washington DC,Sacramento,News,US Representative McNerney,,gov_handles_mapping,9a8c4aea5189a905971d785822deb143,gov_handles_mapping__9a8c4aea5189a905971d785822deb143
repjohnyarmuth,US Representative Yarmuth,United States,Kentucky,Louisville,Washington DC,Frankfort,space,US Representative Yarmuth,,gov_handles_mapping,03e365084bb26e5a0b57e08b6700e8ab,gov_handles_mapping__03e365084bb26e5a0b57e08b6700e8ab
repterrisewell,US Representative Sewell,United States,Alabama,Birmingham,Washington DC,Montgomery,News,US Representative Sewell,,gov_handles_mapping,d2604eac9184d171cfe137381eb15014,gov_handles_mapping__d2604eac9184d171cfe137381eb15014
miketurneroh,US Representative Turner,United States,Ohio,Dayton,Washington DC,Columbus,Person,US Representative Turner,,gov_handles_mapping,aaf6932b1459bb6894395569934247d8,gov_handles_mapping__aaf6932b1459bb6894395569934247d8
ericswalwell,US Representative Swalwell,United States,California,Dublin,Washington DC,Sacramento,Organization,US Representative Swalwell,,gov_handles_mapping,ec6100fd74d2c137f74660998b6f49b3,gov_handles_mapping__ec6100fd74d2c137f74660998b6f49b3
joekennedy,US Representative Kennedy,United States,Massachusetts,Newton,Washington DC,Boston,Wells,US Representative Kennedy,,gov_handles_mapping,708ebc7a45f390ff43465f998871843e,gov_handles_mapping__708ebc7a45f390ff43465f998871843e
donald_mceachin,US Representative McEachin,United States,Virginia,Richmond,Washington DC,Richmond,Legislator,US Representative McEachin,,gov_handles_mapping,cd4c0d0ec4a859d27c525714b4ab64f5,gov_handles_mapping__cd4c0d0ec4a859d27c525714b4ab64f5
reprichardneal,US Representative Neal,United States,Massachusetts,Worcester,Washington DC,Boston,Exec,US Representative Neal,,gov_handles_mapping,d3fc58671ec5d1ab46b48287c160be27,gov_handles_mapping__d3fc58671ec5d1ab46b48287c160be27
joshharder,US Representative Harder,United States,California,Turlock,Washington DC,Sacramento,LegislativeCommittee,US Representative Harder,,gov_handles_mapping,8994d9001f8086effbbede0b73181f9c,gov_handles_mapping__8994d9001f8086effbbede0b73181f9c
walker4nc,US Representative Walker,United States,North Carolina,Greensboro,Washington DC,Raleigh,AAEntity,US Representative Walker,,gov_handles_mapping,ce24a371b72900105a4bcb63a723af91,gov_handles_mapping__ce24a371b72900105a4bcb63a723af91
rashidatlaib,US Representative Tlaib,United States,Michigan,Detroit,Washington DC,Lansing,Keyphrase,US Representative Tlaib,,gov_handles_mapping,1d1307fde10cbc83b2dedef44793e713,gov_handles_mapping__1d1307fde10cbc83b2dedef44793e713
repsusandavis,US Representative Susan Davis,United States,California,Encinitas,Washington DC,Sacramento,Refinery,US Representative Susan Davis,,gov_handles_mapping,e4dfa95d5e04daf583d8ad0f4821973f,gov_handles_mapping__e4dfa95d5e04daf583d8ad0f4821973f
gkbutterfield,US Representative Butterfield,United States,North Carolina,Wilson,Washington DC,Raleigh,Pipeline,US Representative Butterfield,,gov_handles_mapping,33e4dd5328703dc89c7f6a3d0535e7c0,gov_handles_mapping__33e4dd5328703dc89c7f6a3d0535e7c0
joshgottheimer,US Representative Gottheimer,United States,New Jersey,Wyckoff,Washington DC,Trenton,Keyphrase,US Representative Gottheimer,,gov_handles_mapping,19a6e80f43f8de64a98f4673992b67d2,gov_handles_mapping__19a6e80f43f8de64a98f4673992b67d2
xochforcongress,US Representative Torres Small,United States,New Mexico,Las Cruces,Washington DC,Santa Fe,Keyphrase,US Representative Torres Small,,gov_handles_mapping,a91b488547370f47882e80c6a9e8d105,gov_handles_mapping__a91b488547370f47882e80c6a9e8d105
bleeforcongress,US Representative Barbara Lee,United States,California,Oakland,Washington DC,Sacramento,ForeignMinister,US Representative Barbara Lee,,gov_handles_mapping,75c9d16939a6d777eba2c51b7f70b38a,gov_handles_mapping__75c9d16939a6d777eba2c51b7f70b38a
angiecraigmn,US Representative Craig,United States,Minnesota,Eagan,Washington DC,Saint Paul,ForeignMinister,US Representative Craig,,gov_handles_mapping,7736a5521fc189ef167873180fa1e07d,gov_handles_mapping__7736a5521fc189ef167873180fa1e07d
dr_raulruiz,US Representative Ruiz,United States,California,Palm Desert,Washington DC,Sacramento,ForeignMinister,US Representative Ruiz,,gov_handles_mapping,44f7b952218ad12f84621071babae354,gov_handles_mapping__44f7b952218ad12f84621071babae354
jerrynadler,US Representative Nadler,United States,New York,New York City,Washington DC,Albany,Shipping,US Representative Nadler,,gov_handles_mapping,bdf7a3099f1dfe8abdaca8ce9a2502f9,gov_handles_mapping__bdf7a3099f1dfe8abdaca8ce9a2502f9
bettymccollum04,US Representative McCollum,United States,Minnesota,Saint Paul,Washington DC,Saint Paul,LegislativeCommittee,US Representative McCollum,,gov_handles_mapping,04eab22dc67d0d5f39e6344a89e7c3ba,gov_handles_mapping__04eab22dc67d0d5f39e6344a89e7c3ba
pascrellfornj,US Representative Pascrell,United States,New Jersey,Paterson,Washington DC,Trenton,IndustryTerm,US Representative Pascrell,,gov_handles_mapping,93276ba51887b237a8a71100a0e269de,gov_handles_mapping__93276ba51887b237a8a71100a0e269de
daveloebsack,US Representative Loebsack,United States,Iowa,Iowa City,Washington DC,Des Moines,Keyphrase,US Representative Loebsack,,gov_handles_mapping,42be3de209f1267851ef1c3169325d57,gov_handles_mapping__42be3de209f1267851ef1c3169325d57
welchforvt,US Representative Welch,United States,Vermont,Montpelier,Washington DC,Montpelier,CompanyKeyword,US Representative Welch,,gov_handles_mapping,d1a5c158e931f72d738f0f866c186217,gov_handles_mapping__d1a5c158e931f72d738f0f866c186217
bradsherman4sfv,US Representative Sherman,United States,California,Sherman Oaks,Washington DC,Sacramento,Organization,US Representative Sherman,,gov_handles_mapping,b69d2cface9c908df3b2d2dd56fdfade,gov_handles_mapping__b69d2cface9c908df3b2d2dd56fdfade
eshoo4congress,US Representative Eshoo,United States,California,Atherton,Washington DC,Sacramento,Legislator,US Representative Eshoo,,gov_handles_mapping,912cad46e314f77afd974f84f4d0103b,gov_handles_mapping__912cad46e314f77afd974f84f4d0103b
mchenrycampaign,US Representative McHenry,United States,North Carolina,Cherryvile,Washington DC,Raleigh,Refinery,US Representative McHenry,,gov_handles_mapping,e8470d5612708ef78f1a727f78e16e8b,gov_handles_mapping__e8470d5612708ef78f1a727f78e16e8b
marcy_kaptur,US Representative Kaptur,United States,Ohio,Toledo,Washington DC,Columbus,DiplomaticFacilities,US Representative Kaptur,,gov_handles_mapping,8b560b1ff0e331bdcb64bd892a3d34d7,gov_handles_mapping__8b560b1ff0e331bdcb64bd892a3d34d7
hakeem_jeffries,US Representative Jeffries,United States,New York,New York City,Washington DC,Albany,LegislativeCommittee,US Representative Jeffries,,gov_handles_mapping,c64744571ace0a2dd151690bc6d0853f,gov_handles_mapping__c64744571ace0a2dd151690bc6d0853f
reschenthaler,US Representative Reschenthaler,United States,Pennsylvania,Peters,Washington DC,Harrisburg,Person,US Representative Reschenthaler,,gov_handles_mapping,1f757386cca3d85569c6d1f1330137e4,gov_handles_mapping__1f757386cca3d85569c6d1f1330137e4
cartwrightpa,US Representative Cartwright,United States,Pennsylvania,Moosic,Washington DC,Harrisburg,ForeignMinistry,US Representative Cartwright,,gov_handles_mapping,5bd4d4f27dcfa1f38731408ed12a364e,gov_handles_mapping__5bd4d4f27dcfa1f38731408ed12a364e
repjeffries,US Representative Jeffries,United States,New York,New York City,Washington DC,Albany,LegislativeCommittee,US Representative Jeffries,,gov_handles_mapping,c64744571ace0a2dd151690bc6d0853f,gov_handles_mapping__c64744571ace0a2dd151690bc6d0853f
timryan,US Representative Ryan,United States,Ohio,Warren,Washington DC,Columbus,ForeignMinistry,US Representative Ryan,,gov_handles_mapping,a0320201974db5eebfaa7193ef2fb52e,gov_handles_mapping__a0320201974db5eebfaa7193ef2fb52e
repcicilline,US Representative Cicilline,United States,Rhode Island,Pawtucket,Washington DC,Providence,News,US Representative Cicilline,,gov_handles_mapping,09b8da74ab537389129cacb5a2d8ab06,gov_handles_mapping__09b8da74ab537389129cacb5a2d8ab06
repmarcykaptur,US Representative Kaptur,United States,Ohio,Toledo,Washington DC,Columbus,DiplomaticFacilities,US Representative Kaptur,,gov_handles_mapping,8b560b1ff0e331bdcb64bd892a3d34d7,gov_handles_mapping__8b560b1ff0e331bdcb64bd892a3d34d7
chrispappasnh,US Representative Pappas,United States,New Hampshire,Manchester,Washington DC,Concord,FTO,US Representative Pappas,,gov_handles_mapping,724ceaaa8b935e97ada197a3d86fbb19,gov_handles_mapping__724ceaaa8b935e97ada197a3d86fbb19
grace4ny,US Representative Meng,United States,New York,Albany,Washington DC,Albany,CompanyKeyword,US Representative Meng,,gov_handles_mapping,752a3a57225ddf5f40ddd1ed96f020f2,gov_handles_mapping__752a3a57225ddf5f40ddd1ed96f020f2
bradyfortexas,US Representative Brady,United States,Texas,Austin,Washington DC,Austin,AAEntity,US Representative Brady,,gov_handles_mapping,5b546adadee900830225655cb0af65a3,gov_handles_mapping__5b546adadee900830225655cb0af65a3
repdean,US Representative Dean,United States,Pennsylvania,Harrisburg,Washington DC,Harrisburg,Shipping,US Representative Dean,,gov_handles_mapping,09a6000baaf9214bb17f21400c77498f,gov_handles_mapping__09a6000baaf9214bb17f21400c77498f
repbonamici,US Representative Bonamici,United States,Oregon,Salem,Washington DC,Salem,Shipping,US Representative Bonamici,,gov_handles_mapping,f59103e5f44c5491fcdd0bb142cdf34e,gov_handles_mapping__f59103e5f44c5491fcdd0bb142cdf34e
rephalrogers,US Representative Hal Rogers,United States,Kentucky,Somerset,Washington DC,Frankfort,AAEntity,US Representative Hal Rogers,,gov_handles_mapping,b915766a398a09455167e53fbe8a1e8f,gov_handles_mapping__b915766a398a09455167e53fbe8a1e8f
voteyvette,US Representative Clarke,United States,New York,Brooklyn,Washington DC,Albany,LegislativeCommittee,US Representative Clarke,,gov_handles_mapping,c5f76946b32b2f453f6d2651e892b62c,gov_handles_mapping__c5f76946b32b2f453f6d2651e892b62c
jamie_raskin,US Representative Raskin,United States,Maryland,Annapolis,Washington DC,Annapolis,DiplomaticFacilities,US Representative Raskin,,gov_handles_mapping,71d241be6bb6607d4153119f5fabe571,gov_handles_mapping__71d241be6bb6607d4153119f5fabe571
wildforcongress,US Representative Wild,United States,Pennsylvania,Lehigh Valley,Washington DC,Harrisburg,Refinery,US Representative Wild,,gov_handles_mapping,6b1bdcbffe0d1f612d1ba56137f35bef,gov_handles_mapping__6b1bdcbffe0d1f612d1ba56137f35bef
jackiespeier,US Representative Speier,United States,California,San Francisco,Washington DC,Sacramento,space,US Representative Speier,,gov_handles_mapping,d0bfbac3ac59a16add77d2605ef3a5cb,gov_handles_mapping__d0bfbac3ac59a16add77d2605ef3a5cb
repbradwenstrup,US Representative Wenstrup,United States,Ohio,Columbus,Washington DC,Columbus,CompanyKeyword,US Representative Wenstrup,,gov_handles_mapping,f622451dd6aa522e96d4c44dafaed162,gov_handles_mapping__f622451dd6aa522e96d4c44dafaed162
katieporteroc,US Representative Porter,United States,California,Irvine,Washington DC,Sacramento,space,US Representative Porter,,gov_handles_mapping,e5b0a1463293ac3182424f558e21ab03,gov_handles_mapping__e5b0a1463293ac3182424f558e21ab03
rossspano,US Representative Spano,United States,Florida,Dover,Washington DC,Tallahassee,FTO,US Representative Spano,,gov_handles_mapping,9c0ae69f7f68be241d4f87085c14156a,gov_handles_mapping__9c0ae69f7f68be241d4f87085c14156a
troy_balderson,US Representative Balderson,United States,Ohio,Zanesville,Washington DC,Columbus,Legislator,US Representative Balderson,,gov_handles_mapping,40c9c0d8548a7f966c1818a9e1ad5750,gov_handles_mapping__40c9c0d8548a7f966c1818a9e1ad5750
susieleenv,US Representative Susie Lee,United States,Nevada,Carson City,Washington DC,Carson City,AAEntity,US Representative Susie Lee,,gov_handles_mapping,d6a2ed26589e288c29acf6816e2900b7,gov_handles_mapping__d6a2ed26589e288c29acf6816e2900b7
coopforcongress,US Representative Cooper,United States,Tennessee,Nashville,Washington DC,Nashville,FTO,US Representative Cooper,,gov_handles_mapping,27d0a3282d033488c5b0737e46aa08b3,gov_handles_mapping__27d0a3282d033488c5b0737e46aa08b3
garretgraves,US Representative Garret Graves,United States,Louisiana,Baton Rouge,Washington DC,Baton Rouge,Organization,US Representative Garret Graves,,gov_handles_mapping,4c9d8e3df3a8a2020143b38ffbb0eccb,gov_handles_mapping__4c9d8e3df3a8a2020143b38ffbb0eccb
standwithbarry,US Representative Loudermilk,United States,Georgia,Atlanta,Washington DC,Atlanta,Pipeline,US Representative Loudermilk,,gov_handles_mapping,52051bdf3eedaa73f11647fab4dc309e,gov_handles_mapping__52051bdf3eedaa73f11647fab4dc309e
lacyclaymo1,US Representative Clay,United States,Missouri,St. Louis,Washington DC,Jefferson City,Person,US Representative Clay,,gov_handles_mapping,2dac294a87a426590f80137d3fdac28c,gov_handles_mapping__2dac294a87a426590f80137d3fdac28c
repdlamborn,US Representative Lamborn,United States,Colorado,Colorado Springs,Washington DC,Denver,Person,US Representative Lamborn,,gov_handles_mapping,09562b75bbe95db215976cca8754cf88,gov_handles_mapping__09562b75bbe95db215976cca8754cf88
daveforiowa,US Representative Loebsack,United States,Iowa,Iowa City,Washington DC,Des Moines,Wells,US Representative Loebsack,,gov_handles_mapping,42be3de209f1267851ef1c3169325d57,gov_handles_mapping__42be3de209f1267851ef1c3169325d57
joycebeatty,US Representative Beatty,United States,Ohio,Columbus,Washington DC,Columbus,Keyphrase,US Representative Beatty,,gov_handles_mapping,56721ff83b893c6bdd52f554300cb331,gov_handles_mapping__56721ff83b893c6bdd52f554300cb331
abrindisiny,US Representative Brindisi,United States,New York,Utica,Washington DC,Albany,Media,US Representative Brindisi,,gov_handles_mapping,7a2a7761778944b376d22b391c44ad30,gov_handles_mapping__7a2a7761778944b376d22b391c44ad30
