keyword,caption_name,location,,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
gallipolli barracks,"Australian Army installation Gallipolli Barracks in Brisbane, Australia","152.983333,-27.425278",forbase132,AAEntity,"Australian Army installation Gallipolli Barracks in Brisbane, Australia",,dgm_foreignbases,fdf45de8f72648d4dadf66dd33f141cb,dgm_foreignbases__fdf45de8f72648d4dadf66dd33f141cb
gangneung airbase,South Korean Air Force Gangneung Airbase,"128.94361111,37.75333333",forbase152,Keyphrase,South Korean Air Force Gangneung Airbase,,dgm_foreignbases,3062af184f73b89f441e4cd69afb1759,dgm_foreignbases__3062af184f73b89f441e4cd69afb1759
garrison petawawa,"Canadian Forces Base Petawawa in Petawawa, Canada","-77.29,45.91",forbase8,Shipping,"Canadian Forces Base Petawawa in Petawawa, Canada",,dgm_foreignbases,da1894bd9bb5802c18fa9669cccbb974,dgm_foreignbases__da1894bd9bb5802c18fa9669cccbb974
ghedi air base,"Italian Air Force Ghedi Air Base in Ghedi, Italy","10.26766667,45.43216667",forbase153,IndustryTerm,"Italian Air Force Ghedi Air Base in Ghedi, Italy",,dgm_foreignbases,e10265a076dcbadf69e3f8d4fab812c5,dgm_foreignbases__e10265a076dcbadf69e3f8d4fab812c5
gimhae air base,South Korean Air Force Gimhae Air Base,"128.93833333,35.17944444",forbase154,Exec,South Korean Air Force Gimhae Air Base,,dgm_foreignbases,0a28d3b3667d72447511cd762741a0a5,dgm_foreignbases__0a28d3b3667d72447511cd762741a0a5
gimhae airport,South Korean Air Force Gimhae Air Base,"128.93833333,35.17944444",forbase154,AAEntity,South Korean Air Force Gimhae Air Base,,dgm_foreignbases,0a28d3b3667d72447511cd762741a0a5,dgm_foreignbases__0a28d3b3667d72447511cd762741a0a5
gioia del colle air base,"Italian Air Force Gioia del Colle Air Base in Bari, Italy","16.933333333,40.767833333",forbase42,News,"Italian Air Force Gioia del Colle Air Base in Bari, Italy",,dgm_foreignbases,d2e8b66ac2e0a2f407309ec7964d4c3b,dgm_foreignbases__d2e8b66ac2e0a2f407309ec7964d4c3b
goose air base,"Canadian Forces Base Goose Bay in Happy Valley-Goose Bay, Canada","-60.425833333,53.319166666",forbase11,Legislator,"Canadian Forces Base Goose Bay in Happy Valley-Goose Bay, Canada",,dgm_foreignbases,ba93ceb8932eee8cfae35ef487a26e04,dgm_foreignbases__ba93ceb8932eee8cfae35ef487a26e04
goose bay airport,"Canadian Forces Base Goose Bay in Happy Valley-Goose Bay, Canada","-60.425833333,53.319166666",forbase11,IndustryTerm,"Canadian Forces Base Goose Bay in Happy Valley-Goose Bay, Canada",,dgm_foreignbases,ba93ceb8932eee8cfae35ef487a26e04,dgm_foreignbases__ba93ceb8932eee8cfae35ef487a26e04
grafenwoehr training area,"US Armed Forces Grafenwoehr Training Area in Grafenwohr, Germany","11.9,49.7167",forbase155,AAEntity,"US Armed Forces Grafenwoehr Training Area in Grafenwohr, Germany",,dgm_foreignbases,78ebf73156ecf74a03cd166d7d61d320,dgm_foreignbases__78ebf73156ecf74a03cd166d7d61d320
grafenwöhr army airfield,"US Army Grafenwohr Army Airfield in Grafenwohr, Germany","11.9402,49.6987",forbase144,Pipeline,"US Army Grafenwohr Army Airfield in Grafenwohr, Germany",,dgm_foreignbases,3af7ccc8c16fa84cf8f6643a8731090e,dgm_foreignbases__3af7ccc8c16fa84cf8f6643a8731090e
grafenwohr army base,"US Army Grafenwohr Army Airfield in Grafenwohr, Germany","11.9402,49.6987",forbase144,Organization,"US Army Grafenwohr Army Airfield in Grafenwohr, Germany",,dgm_foreignbases,3af7ccc8c16fa84cf8f6643a8731090e,dgm_foreignbases__3af7ccc8c16fa84cf8f6643a8731090e
greenwood airport,"Canadian Forces Base Greenwood in Greenwood, Canada","-64.9169,44.9844",forbase94,Exec,"Canadian Forces Base Greenwood in Greenwood, Canada",,dgm_foreignbases,283c9fbd500fb0c4262608d1aea43cc1,dgm_foreignbases__283c9fbd500fb0c4262608d1aea43cc1
grosseto airport,"Italian Air Force Grosseto Airport in Grosseto, Italy","11.071945,42.759722",forbase19,Consulates,"Italian Air Force Grosseto Airport in Grosseto, Italy",,dgm_foreignbases,642644fa1269fc111aa2316d9713fe8d,dgm_foreignbases__642644fa1269fc111aa2316d9713fe8d
guidonia airport,"Italian Air Force Guidonia Airport in Guidonia Montecelio, Italy","12.74083333,41.99027778",forbase20,Pipeline,"Italian Air Force Guidonia Airport in Guidonia Montecelio, Italy",,dgm_foreignbases,0d0632d71c57bad4bc69b1f0c52a02ed,dgm_foreignbases__0d0632d71c57bad4bc69b1f0c52a02ed
hamamatsu air base,"JASDF Hamamatsu Airbase in Shizuoka Prefecture, Japan","137.70305556,34.75027778",forbase156,Exec,"JASDF Hamamatsu Airbase in Shizuoka Prefecture, Japan",,dgm_foreignbases,fbbcfae63e28d1e5742d6101f63eec8b,dgm_foreignbases__fbbcfae63e28d1e5742d6101f63eec8b
hanshin base,"JMSDF Hanshin Base Corps in Kobe, Hyogo Prefecture, Japan","135.2865,34.704889",forbase157,Shipping,"JMSDF Hanshin Base Corps in Kobe, Hyogo Prefecture, Japan",,dgm_foreignbases,f6c3346f9308b93bb6f9b6b0507a90c6,dgm_foreignbases__f6c3346f9308b93bb6f9b6b0507a90c6
hanshin base corps,"JMSDF Hanshin Base Corps in Kobe, Hyogo Prefecture, Japan","135.2865,34.704889",forbase157,Legislator,"JMSDF Hanshin Base Corps in Kobe, Hyogo Prefecture, Japan",,dgm_foreignbases,f6c3346f9308b93bb6f9b6b0507a90c6,dgm_foreignbases__f6c3346f9308b93bb6f9b6b0507a90c6
haro strait range,"Canadian Armed Forces installation Haro Strait Range near Saanich, Canada","-123.35591,48.56074",forbase158,Exec,"Canadian Armed Forces installation Haro Strait Range near Saanich, Canada",,dgm_foreignbases,05e0c3826cc97b025a763ff7675d49bc,dgm_foreignbases__05e0c3826cc97b025a763ff7675d49bc
haro strait range,"Canadian Armed Forces installation Haro Strait Range near Saanich, Canada","-123.35591,48.56074",forbase158,IndustryTerm,"Canadian Armed Forces installation Haro Strait Range near Saanich, Canada",,dgm_foreignbases,05e0c3826cc97b025a763ff7675d49bc,dgm_foreignbases__05e0c3826cc97b025a763ff7675d49bc
heeresflugplatz altenstadt,"German Army Altenstadt Air Base in Altenstadt, Germany","10.8711,47.8356",forbase44,Consulates,"German Army Altenstadt Air Base in Altenstadt, Germany",,dgm_foreignbases,69e089d56f845cfc6e37066382319972,dgm_foreignbases__69e089d56f845cfc6e37066382319972
heeresflugplatz bückeburg,"German Army Buckeburg Air Base in Buckeburg, Germany","9.08217,52.2785",forbase76,space,"German Army Buckeburg Air Base in Buckeburg, Germany",,dgm_foreignbases,869c213fc31a29ad9fc8f299ccc9bbe0,dgm_foreignbases__869c213fc31a29ad9fc8f299ccc9bbe0
heeresflugplatz celle,"German Army Celle Air Base in Celle, Germany","10.0221,52.5912",forbase106,Person,"German Army Celle Air Base in Celle, Germany",,dgm_foreignbases,15082bb6beccba5c4ffce5492a6878d0,dgm_foreignbases__15082bb6beccba5c4ffce5492a6878d0
heeresflugplatz faßberg,"German Army Fassberg Air Base in Fassberg, Germany","10.18384722,52.91937222",forbase135,Refinery,"German Army Fassberg Air Base in Fassberg, Germany",,dgm_foreignbases,bcf18a5663c410f590948bcb760e312b,dgm_foreignbases__bcf18a5663c410f590948bcb760e312b
heeresflugplatz fritzlar,"Bundeswehr Fritzlar Air Base in Fritzlar, Germany","9.28544,51.1146",forbase41,ForeignMinistry,"Bundeswehr Fritzlar Air Base in Fritzlar, Germany",,dgm_foreignbases,50726add4a9aa475e75f0626dff3f699,dgm_foreignbases__50726add4a9aa475e75f0626dff3f699
heeresflugplatz niederstetten,"German Army Niederstetten Air Base in Niederstetten, Germany","9.96361,49.3975",forbase159,Legislator,"German Army Niederstetten Air Base in Niederstetten, Germany",,dgm_foreignbases,a6199ddfbe42eb00393de5c19b89eefe,dgm_foreignbases__a6199ddfbe42eb00393de5c19b89eefe
henrichemont military radio station,"French Armed Forces Pierre-sur-Haute military radio station in Cher, France","2.59186,47.289637",forbase160,Wells,"French Armed Forces Pierre-sur-Haute military radio station in Cher, France",,dgm_foreignbases,18e0ecd22da40279fc891d8e4352f129,dgm_foreignbases__18e0ecd22da40279fc891d8e4352f129
heweitan,PLA Heweitan border outpost in Aksai Chin,"78.592,35.002",forbase161,Refinery,PLA Heweitan border outpost in Aksai Chin,,dgm_foreignbases,77ee6a900b52d2e8bb20d249c53a8a4b,dgm_foreignbases__77ee6a900b52d2e8bb20d249c53a8a4b
heweitan border outpost,PLA Heweitan border outpost in Aksai Chin,"78.592,35.002",forbase161,CompanyKeyword,PLA Heweitan border outpost in Aksai Chin,,dgm_foreignbases,77ee6a900b52d2e8bb20d249c53a8a4b,dgm_foreignbases__77ee6a900b52d2e8bb20d249c53a8a4b
hightown barracks,"British Army Hightown Barracks in Wrexham, UK","-2.98275,53.0378",forbase162,CompanyKeyword,"British Army Hightown Barracks in Wrexham, UK",,dgm_foreignbases,153f3790a0a23ea6f1497645c8b80f16,dgm_foreignbases__153f3790a0a23ea6f1497645c8b80f16
hmas albatross,"Royal Australian Navy installation HMAS Albatross in Nowra, Australia","150.537,-34.9489",forbase163,FTO,"Royal Australian Navy installation HMAS Albatross in Nowra, Australia",,dgm_foreignbases,a7754da4f003e8ac48945eb4ec853d20,dgm_foreignbases__a7754da4f003e8ac48945eb4ec853d20
hmas albatross,"Royal Australian Navy installation HMAS Albatross in Nowra, Australia","150.537,-34.9489",forbase163,DiplomaticFacilities,"Royal Australian Navy installation HMAS Albatross in Nowra, Australia",,dgm_foreignbases,a7754da4f003e8ac48945eb4ec853d20,dgm_foreignbases__a7754da4f003e8ac48945eb4ec853d20
hmas cairns,"Royal Australian Navy installation HMAS Cairns in Cairns, Australia","145.777778,-16.935556",forbase164,Consulates,"Royal Australian Navy installation HMAS Cairns in Cairns, Australia",,dgm_foreignbases,55e37e0fe97478a09da1bc4450647148,dgm_foreignbases__55e37e0fe97478a09da1bc4450647148
hmas cairns,"Royal Australian Navy installation HMAS Cairns in Cairns, Australia","145.777778,-16.935556",forbase164,space,"Royal Australian Navy installation HMAS Cairns in Cairns, Australia",,dgm_foreignbases,55e37e0fe97478a09da1bc4450647148,dgm_foreignbases__55e37e0fe97478a09da1bc4450647148
hmas creswell,"Royal Australian Naval College in Jervis Bay, Australia","150.7075,-35.12638889",forbase165,space,"Royal Australian Naval College in Jervis Bay, Australia",,dgm_foreignbases,c5ed47fbe36caf5b4a2bc83c5bbe81a5,dgm_foreignbases__c5ed47fbe36caf5b4a2bc83c5bbe81a5
hmas moreton,"Royal Australian Navy installation HMAS Moreton in Brisbane, Australia","153.058333,-27.45",forbase166,Keyphrase,"Royal Australian Navy installation HMAS Moreton in Brisbane, Australia",,dgm_foreignbases,9cc335bc7f5037ccae6134dbe6572c05,dgm_foreignbases__9cc335bc7f5037ccae6134dbe6572c05
hmas moreton,"Royal Australian Navy installation HMAS Moreton in Brisbane, Australia","153.058333,-27.45",forbase166,DiplomaticFacilities,"Royal Australian Navy installation HMAS Moreton in Brisbane, Australia",,dgm_foreignbases,9cc335bc7f5037ccae6134dbe6572c05,dgm_foreignbases__9cc335bc7f5037ccae6134dbe6572c05
hmas penguin,"Royal Australian Navy installation HMAS Penguin in Balmoral, Australia","151.258,-33.8277",forbase167,Person,"Royal Australian Navy installation HMAS Penguin in Balmoral, Australia",,dgm_foreignbases,3cbd2d252f74426d145e38ad531acfd7,dgm_foreignbases__3cbd2d252f74426d145e38ad531acfd7
hmas penguin,"Royal Australian Navy installation HMAS Penguin in Balmoral, Australia","151.258,-33.8277",forbase167,space,"Royal Australian Navy installation HMAS Penguin in Balmoral, Australia",,dgm_foreignbases,3cbd2d252f74426d145e38ad531acfd7,dgm_foreignbases__3cbd2d252f74426d145e38ad531acfd7
hmas stirling,"Royal Australian Navy installation HMAS Sitrling in Perth, Australia","115.691292876,-32.222524794",forbase168,Refinery,"Royal Australian Navy installation HMAS Sitrling in Perth, Australia",,dgm_foreignbases,018ecb0049c819f6ad4e1be4162b0f3c,dgm_foreignbases__018ecb0049c819f6ad4e1be4162b0f3c
hmas stirling,"Royal Australian Navy installation HMAS Sitrling in Perth, Australia","115.691292876,-32.222524794",forbase168,Wells,"Royal Australian Navy installation HMAS Sitrling in Perth, Australia",,dgm_foreignbases,018ecb0049c819f6ad4e1be4162b0f3c,dgm_foreignbases__018ecb0049c819f6ad4e1be4162b0f3c
hmas watson,"Royal Australian Navy installation HMAS Watson in Sydney, Australia","151.28,-33.837",forbase169,ForeignMinistry,"Royal Australian Navy installation HMAS Watson in Sydney, Australia",,dgm_foreignbases,57bb0e50fca734860570729271975d46,dgm_foreignbases__57bb0e50fca734860570729271975d46
hmas watson,"Royal Australian Navy installation HMAS Watson in Sydney, Australia","151.28,-33.837",forbase169,Person,"Royal Australian Navy installation HMAS Watson in Sydney, Australia",,dgm_foreignbases,57bb0e50fca734860570729271975d46,dgm_foreignbases__57bb0e50fca734860570729271975d46
hmcs aldergrove,"Royal Canadian Navy installation NRS Aldergrove in Aldergrove, Canada","-122.483,49.0833",forbase170,FTO,"Royal Canadian Navy installation NRS Aldergrove in Aldergrove, Canada",,dgm_foreignbases,735c74547c7f66e3549f80a9622d2a14,dgm_foreignbases__735c74547c7f66e3549f80a9622d2a14
hmcs newport corner,"Royal Canadian Navy installation NRS Newport Corner in Brooklyn, Canada","-63.9843,44.9678",forbase171,Organization,"Royal Canadian Navy installation NRS Newport Corner in Brooklyn, Canada",,dgm_foreignbases,05775e40ae0871f352b3ba10a292f05c,dgm_foreignbases__05775e40ae0871f352b3ba10a292f05c
hmnb clyde,"UK Royal Navy Naval base Clyde in Faslane, UK","-4.817,56.066",forbase172,IndustryTerm,"UK Royal Navy Naval base Clyde in Faslane, UK",,dgm_foreignbases,1da470da4f3a3da32ad7f15bad515d9e,dgm_foreignbases__1da470da4f3a3da32ad7f15bad515d9e
hmnb devonport,UK Royal Navy Base Devonport,"-4.183055555,50.383055555",forbase173,ForeignMinister,UK Royal Navy Base Devonport,,dgm_foreignbases,01fe644dcdd01c51aa6dce1fe7a1a449,dgm_foreignbases__01fe644dcdd01c51aa6dce1fe7a1a449
hmnb portsmouth,"UK Royal Navy base Portsmouth in Portsmouth, UK","-1.108333333,50.805555555",forbase174,Refinery,"UK Royal Navy base Portsmouth in Portsmouth, UK",,dgm_foreignbases,967e83a17ed84d41786fe5324a615dc6,dgm_foreignbases__967e83a17ed84d41786fe5324a615dc6
hms dalriada,"UK Royal Navy Reserve base HMS Dalriada in Glasgow, UK","55.8551,,-4.31859",forbase175,Pipeline,"UK Royal Navy Reserve base HMS Dalriada in Glasgow, UK",,dgm_foreignbases,a2d0a913688591f6df8b87ef111fa904,dgm_foreignbases__a2d0a913688591f6df8b87ef111fa904
hms excellent,"UK Royal Navy base HMS Excellent in Portsmouth, UK","-1.096805555,50.819166666",forbase176,Keyphrase,"UK Royal Navy base HMS Excellent in Portsmouth, UK",,dgm_foreignbases,388f5d77ece2b07aeaf91abd7feaf788,dgm_foreignbases__388f5d77ece2b07aeaf91abd7feaf788
hms president,"UK Royal Navy Reserves base HMS President in London, UK","-0.0711,51.5053",forbase177,IndustryTerm,"UK Royal Navy Reserves base HMS President in London, UK",,dgm_foreignbases,68577cbf6887830d1f6b8a022776ae14,dgm_foreignbases__68577cbf6887830d1f6b8a022776ae14
hms raleigh,"UK Royal Navy base HMS Raleigh in Torpoint, UK","-4.2227,50.3739",forbase178,Wells,"UK Royal Navy base HMS Raleigh in Torpoint, UK",,dgm_foreignbases,1c468216291c09dd0b5d065ec1148b14,dgm_foreignbases__1c468216291c09dd0b5d065ec1148b14
holsworthy barracks,"Australian Army installation Holsworthy Barracks in Holsworthy, Australia","150.951666666,-33.995",forbase179,Shipping,"Australian Army installation Holsworthy Barracks in Holsworthy, Australia",,dgm_foreignbases,4be3cba8c56d91f1b4cfa5499da2a5ab,dgm_foreignbases__4be3cba8c56d91f1b4cfa5499da2a5ab
holsworthy barracks,"Australian Army installation Holsworthy Barracks in Holsworthy, Australia","150.951666666,-33.995",forbase179,Legislator,"Australian Army installation Holsworthy Barracks in Holsworthy, Australia",,dgm_foreignbases,4be3cba8c56d91f1b4cfa5499da2a5ab,dgm_foreignbases__4be3cba8c56d91f1b4cfa5499da2a5ab
holzdorf air base,"German Air Force Holzdorf Air Base in Holzdorf ,Germany","13.1677,51.7678",forbase136,Keyphrase,"German Air Force Holzdorf Air Base in Holzdorf ,Germany",,dgm_foreignbases,ca84d56993f5a62f76807f12da0286ab,dgm_foreignbases__ca84d56993f5a62f76807f12da0286ab
huairen air base,"Chinese Air Force Datong Huairen Airport in Huairen, China","113.14277778,39.7175",forbase123,ForeignMinistry,"Chinese Air Force Datong Huairen Airport in Huairen, China",,dgm_foreignbases,a24cb5462e2fc6d1b9c86cb35d736575,dgm_foreignbases__a24cb5462e2fc6d1b9c86cb35d736575
ie jima auxiliary airfield,US Marine Corps le Shima Airfiled on le Shima island in Japan,"127.77799444,26.72311111",forbase134,ForeignMinistry,US Marine Corps le Shima Airfiled on le Shima island in Japan,,dgm_foreignbases,6404e593402ac2ecaa609d758ef3e810,dgm_foreignbases__6404e593402ac2ecaa609d758ef3e810
île longue strategic submarine base,"French Navy Long Island submarine base in Brest, France","-4.506667,48.306389",forbase68,Pipeline,"French Navy Long Island submarine base in Brest, France",,dgm_foreignbases,9b84c35df5a632d16e9de834c541d5fe,dgm_foreignbases__9b84c35df5a632d16e9de834c541d5fe
immelmann-barracks,"German Army Celle Air Base in Celle, Germany","10.0221,52.5912",forbase106,FTO,"German Army Celle Air Base in Celle, Germany",,dgm_foreignbases,15082bb6beccba5c4ffce5492a6878d0,dgm_foreignbases__15082bb6beccba5c4ffce5492a6878d0
istrana air base,"Italian Air Force Treviso-Istrana Air Base in Istrana, Italy","12.08288056,45.68486667",forbase12,LegislativeCommittee,"Italian Air Force Treviso-Istrana Air Base in Istrana, Italy",,dgm_foreignbases,bc913ac58a5bbcf38df1c171b0ff9754,dgm_foreignbases__bc913ac58a5bbcf38df1c171b0ff9754
istres air base,"French Air and Space Force Air Base 125 in Istres, France","4.941666666,43.524444444",forbase32,CompanyKeyword,"French Air and Space Force Air Base 125 in Istres, France",,dgm_foreignbases,f5963aa65758af9c0bc60828ef670218,dgm_foreignbases__f5963aa65758af9c0bc60828ef670218
iwakuni air base,"US Marine Corps Air Station Iwakuni in Yamaguchi Prefecture, Japan","132.244166666,34.145",forbase180,Organization,"US Marine Corps Air Station Iwakuni in Yamaguchi Prefecture, Japan",,dgm_foreignbases,0c3d11f1103c95dbe0c2eb12b3db949c,dgm_foreignbases__0c3d11f1103c95dbe0c2eb12b3db949c
iwo jima air base,"JMSDF Iwo Jima Airfield in Iwo Jima, Japan","141.324166666,24.786666666",forbase107,Shipping,"JMSDF Iwo Jima Airfield in Iwo Jima, Japan",,dgm_foreignbases,d09597af6bd375ee0e66106d6fcbc1fd,dgm_foreignbases__d09597af6bd375ee0e66106d6fcbc1fd
iwo jima airfield,"JMSDF Iwo Jima Airfield in Iwo Jima, Japan","141.324166666,24.786666666",forbase107,IndustryTerm,"JMSDF Iwo Jima Airfield in Iwo Jima, Japan",,dgm_foreignbases,d09597af6bd375ee0e66106d6fcbc1fd,dgm_foreignbases__d09597af6bd375ee0e66106d6fcbc1fd
iwo jima communication site,US Navy Iwo-Jima Communications Site on Iwo Jima island in Japan,"141.325027777,24.779666666",forbase181,Refinery,US Navy Iwo-Jima Communications Site on Iwo Jima island in Japan,,dgm_foreignbases,7ca5fd7caf589d590e53ca7d168fa730,dgm_foreignbases__7ca5fd7caf589d590e53ca7d168fa730
jakjeon naval base,South Korean Navy Busan Naval Base,"129.1065,35.0996",forbase77,Organization,South Korean Navy Busan Naval Base,,dgm_foreignbases,a75d86244472e9d9a7054ba1d784a946,dgm_foreignbases__a75d86244472e9d9a7054ba1d784a946
jasdf kasuga air base,"JASDF Kasuga Airbase in Fukuoka Prefecture, Japan","130.46527778,33.5325",forbase182,Consulates,"JASDF Kasuga Airbase in Fukuoka Prefecture, Japan",,dgm_foreignbases,9fb2a79ef39f92506a0421665610f9dc,dgm_foreignbases__9fb2a79ef39f92506a0421665610f9dc
jasdf otakineyama sub base,"JASDF Otakineyama Sub Base in Kamikawauchi, Fukishima Prefecture, Japan","140.71166667,37.365",forbase183,CompanyKeyword,"JASDF Otakineyama Sub Base in Kamikawauchi, Fukishima Prefecture, Japan",,dgm_foreignbases,c78824b672dbbe6a56fc9d4b3ada2679,dgm_foreignbases__c78824b672dbbe6a56fc9d4b3ada2679
