handle,caption_name,location,location_lower,type,exclude_groups,.1,.2,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
enkhtaivan_n,Mognolian Foreign Minister Nyamtseren,Mognolia,mognolia,Foreign Minister,,,mognolia,ForeignMinister,Mognolian Foreign Minister Nyamtseren,,dgm_og_mentioner_v6,6f1fd5d81aea37b506a843f2350f9c2c,dgm_og_mentioner_v6__6f1fd5d81aea37b506a843f2350f9c2c
fisher_fcdo,UK Ambassador to Moldova,Moldova,moldova,Ambassadors & Representatives,,,moldova;uk,Ambassadors&Representatives,UK Ambassador to Moldova,,dgm_og_mentioner_v6,51290bff8a44f1da552af4a0a7d02b21,dgm_og_mentioner_v6__51290bff8a44f1da552af4a0a7d02b21
bzdaniuk,Polish Ambassador to Moldova,Moldova,moldova,Ambassadors & Representatives,,,moldova;poland,Ambassadors&Representatives,Polish Ambassador to Moldova,,dgm_og_mentioner_v6,085d540b01863f3c5d1132e335b39aa1,dgm_og_mentioner_v6__085d540b01863f3c5d1132e335b39aa1
kudzmanask,Lithuanian Ambassador to Moldova,Moldova,moldova,Ambassadors & Representatives,,,moldova;lithuania,Ambassadors&Representatives,Lithuanian Ambassador to Moldova,,dgm_og_mentioner_v6,fa7144e33c285332554fc1947da19710,dgm_og_mentioner_v6__fa7144e33c285332554fc1947da19710
mihaipopsoi,Moldovan Foreign Minister Popsoi,Moldova,moldova,Foreign Minister,,,moldova,ForeignMinister,Moldovan Foreign Minister Popsoi,,dgm_og_mentioner_v6,a5f90fdd00d3aa95dcf51c589ee3e3da,dgm_og_mentioner_v6__a5f90fdd00d3aa95dcf51c589ee3e3da
moldovamfa,Moldovan Foreign Ministry,Moldova,moldova,Foreign Ministry,,,moldova,ForeignMinistry,Moldovan Foreign Ministry,,dgm_og_mentioner_v6,8722a25582243d40f285d3bbaf464217,dgm_og_mentioner_v6__8722a25582243d40f285d3bbaf464217
sandumaiamd,Moldovan President Sandu,moldova,moldova,Heads of State,,,moldova,HeadsOfState,Moldovan President Sandu,,dgm_og_mentioner_v6,c348cc385c09a96455f8f43039478bbc,dgm_og_mentioner_v6__c348cc385c09a96455f8f43039478bbc
monacoinusa,Monacan Ambassador to US,Monaco,monaco,Host Nation Ambassadors to US,,,monaco,HostNationAmbassadorsToUs,Monacan Ambassador to US,,dgm_og_mentioner_v6,a39ee14273fb1cd0548a92b277e3c4a0,dgm_og_mentioner_v6__a39ee14273fb1cd0548a92b277e3c4a0
hmamalone,UK Ambassador to Mongolia,Mongolia,mongolia,Ambassadors & Representatives,,,mongolia;uk,Ambassadors&Representatives,UK Ambassador to Mongolia,,dgm_og_mentioner_v6,4c06b6a3e2f8e346aa13c82a3482ba4f,dgm_og_mentioner_v6__4c06b6a3e2f8e346aa13c82a3482ba4f
thristea,EU Ambassador to Mongolia,Mongolia,mongolia,Ambassadors & Representatives,,,mongolia;eu,Ambassadors&Representatives,EU Ambassador to Mongolia,,dgm_og_mentioner_v6,4744651484cb93f6d7c6d00b78587732,dgm_og_mentioner_v6__4744651484cb93f6d7c6d00b78587732
jiribr,Czech Ambassador to Mongolia,Mongolia,mongolia,Ambassadors & Representatives,,,mongolia;czechia,Ambassadors&Representatives,Czech Ambassador to Mongolia,,dgm_og_mentioner_v6,f82490054db7851c94284c66192355e0,dgm_og_mentioner_v6__f82490054db7851c94284c66192355e0
battsetsegbatm2,Mongolian Foreign Minister Batmunkh,Mongolia,mongolia,Foreign Minister,,,mongolia,ForeignMinister,Mongolian Foreign Minister Batmunkh,,dgm_og_mentioner_v6,5c0028af3a3030adab48a2d339d33371,dgm_og_mentioner_v6__5c0028af3a3030adab48a2d339d33371
mfa_mongolia,Mongolian Foreign Ministry,Mongolia,mongolia,Foreign Ministry,,,mongolia,ForeignMinistry,Mongolian Foreign Ministry,,dgm_og_mentioner_v6,e73034ef0f00d5cf97b8185494acbc02,dgm_og_mentioner_v6__e73034ef0f00d5cf97b8185494acbc02
mongoldiplomacy,Mongolian Foreign Ministry,Mongolia,mongolia,Foreign Ministry,,,mongolia,ForeignMinistry,Mongolian Foreign Ministry,,dgm_og_mentioner_v6,e73034ef0f00d5cf97b8185494acbc02,dgm_og_mentioner_v6__e73034ef0f00d5cf97b8185494acbc02
ukhurelsukh,Mongolian Prime Minister Khurelsukh,Mongolia,mongolia,Heads of State,,,mongolia,HeadsOfState,Mongolian Prime Minister Khurelsukh,,dgm_og_mentioner_v6,edb456d5c47e908392b568083e5dd49a,dgm_og_mentioner_v6__edb456d5c47e908392b568083e5dd49a
battulgakh,Mongolian President Battulga,Mongolia,mongolia,Heads of State,,,mongolia,HeadsOfState,Mongolian President Battulga,,dgm_og_mentioner_v6,e3946480a4bd03343aa24ede4e2ac4c7,dgm_og_mentioner_v6__e3946480a4bd03343aa24ede4e2ac4c7
otgonbayary,Mongolian Ambassador to US,Mongolia,mongolia,Host Nation Ambassadors to US,,,mongolia,HostNationAmbassadorsToUs,Mongolian Ambassador to US,,dgm_og_mentioner_v6,9cc7c0b3fd2663bd6334bc73db7e4e35,dgm_og_mentioner_v6__9cc7c0b3fd2663bd6334bc73db7e4e35
usambmongolia,US Ambassador to Mongolia Klecheski,Mongolia,mongolia,US ambassadors,,,mongolia;united states,UsAmbassadors,US Ambassador to Mongolia Klecheski,,dgm_og_mentioner_v6,8b20559c19b6990449843a457951941c,dgm_og_mentioner_v6__8b20559c19b6990449843a457951941c
usambmne,US Ambassador to Montenegro,Montenegro,montenegro,Ambassadors & Representatives,,,montenegro;united states,Ambassadors&Representatives,US Ambassador to Montenegro,,dgm_og_mentioner_v6,d523f8c11bb372e8d0c797c7bb1e3784,dgm_og_mentioner_v6__d523f8c11bb372e8d0c797c7bb1e3784
chthimonier,French Ambassador to Montenegro,Montenegro,montenegro,Ambassadors & Representatives,,,montenegro;france,Ambassadors&Representatives,French Ambassador to Montenegro,,dgm_og_mentioner_v6,8a9366956b08726254b6420ef587a248,dgm_og_mentioner_v6__8a9366956b08726254b6420ef587a248
alisonkempuk,UK Ambassador to Montenegro,Montenegro,montenegro,Ambassadors & Representatives,,,montenegro;uk,Ambassadors&Representatives,UK Ambassador to Montenegro,,dgm_og_mentioner_v6,f8c0b6dd56c9dad83757c8c5b3507afd,dgm_og_mentioner_v6__f8c0b6dd56c9dad83757c8c5b3507afd
euambme,EU Ambassador to Montenegro,Montenegro,montenegro,Ambassadors & Representatives,,,montenegro;eu,Ambassadors&Representatives,EU Ambassador to Montenegro,,dgm_og_mentioner_v6,0b36644028c34158e2c25160b3367cf5,dgm_og_mentioner_v6__0b36644028c34158e2c25160b3367cf5
mfa_mne,Montenegrin Foreign Ministry,Montenegro,montenegro,Foreign Ministry,,,montenegro,ForeignMinistry,Montenegrin Foreign Ministry,,dgm_og_mentioner_v6,85b3991dd8909135512274b1f735095a,dgm_og_mentioner_v6__85b3991dd8909135512274b1f735095a
predsjednik_cg,Montengrin President Dukanovic,Montenegro,montenegro,Heads of State,,,montenegro,HeadsOfState,Montengrin President Dukanovic,,dgm_og_mentioner_v6,5fee89b5984c8d39a8f4f05eed83890a,dgm_og_mentioner_v6__5fee89b5984c8d39a8f4f05eed83890a
duskomarkoviccg,Montenegrin Prime Minister Markovic,Montenegro,montenegro,Heads of State,,,montenegro,HeadsOfState,Montenegrin Prime Minister Markovic,,dgm_og_mentioner_v6,0e4c04add508d133f8ab6cd67abb8dcb,dgm_og_mentioner_v6__0e4c04add508d133f8ab6cd67abb8dcb
usambmne,US Ambassador to Montenegro Reinke,Montenegro,montenegro,US ambassadors,,,montenegro;united states,UsAmbassadors,US Ambassador to Montenegro Reinke,,dgm_og_mentioner_v6,69114d8419265509da5a7f0bab2851c7,dgm_og_mentioner_v6__69114d8419265509da5a7f0bab2851c7
ambueaumaroc,EU Ambassador to Morocco,Morocco,morocco,Ambassadors & Representatives,,,morocco;belgium,Ambassadors&Representatives,EU Ambassador to Morocco,,dgm_og_mentioner_v6,7de13f72ee6d46b72022599ab4bab96b,dgm_og_mentioner_v6__7de13f72ee6d46b72022599ab4bab96b
dkambmorocco,Danish Ambassador to Morocco and Mauritania,Morocco,morocco,Ambassadors & Representatives,,,morocco;denmark,Ambassadors&Representatives,Danish Ambassador to Morocco and Mauritania,,dgm_og_mentioner_v6,76e614c62ed8a8909040c3410254ae13,dgm_og_mentioner_v6__76e614c62ed8a8909040c3410254ae13
tromlermiklos,Hungarian Ambassador to Morocco and Mauritania,Morocco,morocco,Ambassadors & Representatives,,,morocco;hungary,Ambassadors&Representatives,Hungarian Ambassador to Morocco and Mauritania,,dgm_og_mentioner_v6,cff6f647e630f4bded644a127aa0fcec,dgm_og_mentioner_v6__cff6f647e630f4bded644a127aa0fcec
mnmerethe,Norweigian Ambassador to Morocco,Morocco,morocco,Ambassadors & Representatives,,,morocco;norway,Ambassadors&Representatives,Norweigian Ambassador to Morocco,,dgm_og_mentioner_v6,fd79a2c4a96d7799d63e4ea64d47b199,dgm_og_mentioner_v6__fd79a2c4a96d7799d63e4ea64d47b199
marocdiplo_en,Moroccan Foreign Ministry,Morocco,morocco,Foreign Ministry,,,morocco,ForeignMinistry,Moroccan Foreign Ministry,,dgm_og_mentioner_v6,bca7ac7d6a38e7b7bcae528a2352236d,dgm_og_mentioner_v6__bca7ac7d6a38e7b7bcae528a2352236d
marocdiplo_ar,Moroccan Foreign Ministry,Morocco,morocco,Foreign Ministry,,,morocco,ForeignMinistry,Moroccan Foreign Ministry,,dgm_og_mentioner_v6,bca7ac7d6a38e7b7bcae528a2352236d,dgm_og_mentioner_v6__bca7ac7d6a38e7b7bcae528a2352236d
nnenneuk,UK High Commissioner to Mozambique,Mozambique,mozambique,Ambassadors & Representatives,,,mozambique;uk,Ambassadors&Representatives,UK High Commissioner to Mozambique,,dgm_og_mentioner_v6,6f1af795070a6f4dc577e46ac3ce5401,dgm_og_mentioner_v6__6f1af795070a6f4dc577e46ac3ce5401
narjess_saidane,UN Development Program Representative,Mozambique,mozambique,Ambassadors & Representatives,,,mozambique;united states;un,Ambassadors&Representatives,UN Development Program Representative,,dgm_og_mentioner_v6,33c60443e16f67bbdce616ce1a13b110,dgm_og_mentioner_v6__33c60443e16f67bbdce616ce1a13b110
mettesunnergren,Swedish Ambassador to Mozambique,Mozambique,mozambique,Ambassadors & Representatives,,,mozambique;sweden,Ambassadors&Representatives,Swedish Ambassador to Mozambique,,dgm_og_mentioner_v6,af748ffe175cdf596e1b117cc189e64e,dgm_og_mentioner_v6__af748ffe175cdf596e1b117cc189e64e
anderssonfrutos,Swedish Ambassador to Mozambique and Eswatini,Mozambique and Swaziland,mozambique and swaziland,Ambassadors & Representatives,,,mozambique and swaziland;sweden,Ambassadors&Representatives,Swedish Ambassador to Mozambique and Eswatini,,dgm_og_mentioner_v6,2d23765b0f52abbeb29e3d8c1fcdbdd4,dgm_og_mentioner_v6__2d23765b0f52abbeb29e3d8c1fcdbdd4
izzo_d,French Ambassador to Mozambique and Eswatini,"Mozambique, Eswatini","mozambique, eswatini",Ambassadors & Representatives,,,"mozambique, eswatini;france",Ambassadors&Representatives,French Ambassador to Mozambique and Eswatini,,dgm_og_mentioner_v6,89496636dfa73c9ae078f20f3d3c97e3,dgm_og_mentioner_v6__89496636dfa73c9ae078f20f3d3c97e3
dkambmyanmar,Danish Ambassador to Myanmar,Myanmar,myanmar,Ambassadors & Representatives,,,myanmar;denmark,Ambassadors&Representatives,Danish Ambassador to Myanmar,,dgm_og_mentioner_v6,8938657836b69022f78bda1a46141b48,dgm_og_mentioner_v6__8938657836b69022f78bda1a46141b48
sabatuccieu,EU Ambassador to Myanmar,Myanmar,myanmar,Ambassadors & Representatives,,,myanmar;italy,Ambassadors&Representatives,EU Ambassador to Myanmar,,dgm_og_mentioner_v6,500d2aa77dea459872026cb4a80a86b6,dgm_og_mentioner_v6__500d2aa77dea459872026cb4a80a86b6
myanmarsc,Myanmar military-appointed Foreign Minister Wunna Maung Lwin,Myanmar,myanmar,Foreign Minister,,,myanmar,ForeignMinister,Myanmar military-appointed Foreign Minister Wunna Maung Lwin,,dgm_og_mentioner_v6,0ee9387e57cded4d1aaef23d78508c16,dgm_og_mentioner_v6__0ee9387e57cded4d1aaef23d78508c16
mofamyanmar,Myanmar Foreign Ministry,Myanmar,myanmar,Foreign Ministry,,,myanmar,ForeignMinistry,Myanmar Foreign Ministry,,dgm_og_mentioner_v6,fb0ed88c0e5c233e11f817101838d3d1,dgm_og_mentioner_v6__fb0ed88c0e5c233e11f817101838d3d1
beyenerussom,Eritrean Ambassador to Kenya and Tanzania,Nairobi,nairobi,Ambassadors & Representatives,,,nairobi;eritrea,Ambassadors&Representatives,Eritrean Ambassador to Kenya and Tanzania,,dgm_og_mentioner_v6,1182b8818f3661aaf2003292493bcd0a,dgm_og_mentioner_v6__1182b8818f3661aaf2003292493bcd0a
amb_yiming,Chinese Ambassador to Namibia,Namibia,namibia,Ambassadors & Representatives,,,namibia;china,Ambassadors&Representatives,Chinese Ambassador to Namibia,,dgm_og_mentioner_v6,74449464e60bde1b02da60f3cbbb9c58,dgm_og_mentioner_v6__74449464e60bde1b02da60f3cbbb9c58
sinikkaantila,EU Ambassador to Namibia,Namibia,namibia,Ambassadors & Representatives,,,namibia;finland,Ambassadors&Representatives,EU Ambassador to Namibia,,dgm_og_mentioner_v6,350bd02b2eb45c9cca5d5386768ca692,dgm_og_mentioner_v6__350bd02b2eb45c9cca5d5386768ca692
mirco_namibia,Namibian Foreign Ministry,Namibia,namibia,Foreign Ministry,,,namibia,ForeignMinistry,Namibian Foreign Ministry,,dgm_og_mentioner_v6,16df2f26de3faab4c0d7a1741e3abc33,dgm_og_mentioner_v6__16df2f26de3faab4c0d7a1741e3abc33
namibia_mfa,Namibian Foreign Ministry,Namibia,namibia,Foreign Ministry,,,namibia,ForeignMinistry,Namibian Foreign Ministry,,dgm_og_mentioner_v6,16df2f26de3faab4c0d7a1741e3abc33,dgm_og_mentioner_v6__16df2f26de3faab4c0d7a1741e3abc33
hagegeingob,Namibian President Geingob,Namibia,namibia,Heads of State,,,namibia,HeadsOfState,Namibian President Geingob,,dgm_og_mentioner_v6,30eba23075393c1a22f1097bd1a1c247,dgm_og_mentioner_v6__30eba23075393c1a22f1097bd1a1c247
mmensahwilliams,Nambian Ambassador to US,Namibia,namibia,Host Nation Ambassadors to US,,,namibia,HostNationAmbassadorsToUs,Nambian Ambassador to US,,dgm_og_mentioner_v6,5a388e663dc20731b17f0571ab91103f,dgm_og_mentioner_v6__5a388e663dc20731b17f0571ab91103f
plkyostila,Finnish Ambassador to Namibia and Angola,Namibia and Angola,namibia and angola,Ambassadors & Representatives,,,namibia and angola;finland,Ambassadors&Representatives,Finnish Ambassador to Namibia and Angola,,dgm_og_mentioner_v6,c4e0282a41425a954ba709f6d6fae64e,dgm_og_mentioner_v6__c4e0282a41425a954ba709f6d6fae64e
marisagerards,Dutch Permanent Representative to NATO,NATO,nato,Ambassadors & Representatives,,,nato;netherlands,Ambassadors&Representatives,Dutch Permanent Representative to NATO,,dgm_og_mentioner_v6,160b4344532935cce44386ce447057b9,dgm_og_mentioner_v6__160b4344532935cce44386ce447057b9
usambnepal,US Ambassador to Nepal,Nepal,nepal,Ambassadors & Representatives,,,nepal;united states,Ambassadors&Representatives,US Ambassador to Nepal,,dgm_og_mentioner_v6,7b96a678fb59f254f1d9c61b5f404b7b,dgm_og_mentioner_v6__7b96a678fb59f254f1d9c61b5f404b7b
pradeepgyawalik,Nepalese Foreign Minister Gyawali,Nepal,nepal,Foreign Minister,,,nepal,ForeignMinister,Nepalese Foreign Minister Gyawali,,dgm_og_mentioner_v6,d3061559a4959a3c5c39950a04dc846a,dgm_og_mentioner_v6__d3061559a4959a3c5c39950a04dc846a
mofanepal,Nepalese Foreign Ministry,Nepal,nepal,Foreign Ministry,,,nepal,ForeignMinistry,Nepalese Foreign Ministry,,dgm_og_mentioner_v6,4ec0b34e4b0f49b6922de14ebac19a0f,dgm_og_mentioner_v6__4ec0b34e4b0f49b6922de14ebac19a0f
presidentofnp,Nepalese President Bhandari,nepal,nepal,Heads of State,,,nepal,HeadsOfState,Nepalese President Bhandari,,dgm_og_mentioner_v6,1257e55f2448f7042773df66b4a7bc71,dgm_og_mentioner_v6__1257e55f2448f7042773df66b4a7bc71
usambnepal,US Ambassador to Nepal Berry,Nepal,nepal,US ambassadors,,,nepal;united states,UsAmbassadors,US Ambassador to Nepal Berry,,dgm_og_mentioner_v6,0ca287d931bf1d307642d357f7c3fdae,dgm_og_mentioner_v6__0ca287d931bf1d307642d357f7c3fdae
prcambnl,Chinese Ambassador to Netherlands,Netherlands,netherlands,Ambassadors & Representatives,,,netherlands;china,Ambassadors&Representatives,Chinese Ambassador to Netherlands,,dgm_og_mentioner_v6,cad069fc4f6f08347c03197ca209ace2,dgm_og_mentioner_v6__cad069fc4f6f08347c03197ca209ace2
naorgilon,Israeli Ambassador to Netherlands,Netherlands,netherlands,Ambassadors & Representatives,,,netherlands;israel,Ambassadors&Representatives,Israeli Ambassador to Netherlands,,dgm_og_mentioner_v6,bba4933efc68779b5c50a5d65ed575d4,dgm_og_mentioner_v6__bba4933efc68779b5c50a5d65ed575d4
dkambnl,Danish Ambassador to Netherlands,Netherlands,netherlands,Ambassadors & Representatives,,,netherlands;denmark,Ambassadors&Representatives,Danish Ambassador to Netherlands,,dgm_og_mentioner_v6,bd5f57cd646ac80b5389bd79c2eea780,dgm_og_mentioner_v6__bd5f57cd646ac80b5389bd79c2eea780
amb_kocsis,Hungarian Ambassador to Netherlands,Netherlands,netherlands,Ambassadors & Representatives,,,netherlands;hungary,Ambassadors&Representatives,Hungarian Ambassador to Netherlands,,dgm_og_mentioner_v6,5068c4884476b6aa3c211a74568f805c,dgm_og_mentioner_v6__5068c4884476b6aa3c211a74568f805c
dpmarkovic,Croatian Ambassador to Netherlands,Netherlands,netherlands,Ambassadors & Representatives,,,netherlands;croatia,Ambassadors&Representatives,Croatian Ambassador to Netherlands,,dgm_og_mentioner_v6,7c65af4836466bf4d4d8472ba0cd4d4d,dgm_og_mentioner_v6__7c65af4836466bf4d4d8472ba0cd4d4d
ausambnl,Australian Ambassador to Netherlands,Netherlands,netherlands,Ambassadors & Representatives,,,netherlands;australia,Ambassadors&Representatives,Australian Ambassador to Netherlands,,dgm_og_mentioner_v6,b9565b542766fc9a09e29ab5438e84c6,dgm_og_mentioner_v6__b9565b542766fc9a09e29ab5438e84c6
v_purlys,Lithuanian Ambassador to Netherlands,Netherlands,netherlands,Ambassadors & Representatives,,,netherlands;lithuania,Ambassadors&Representatives,Lithuanian Ambassador to Netherlands,,dgm_og_mentioner_v6,58ec52c5132d271e34ddb8e201a46a40,dgm_og_mentioner_v6__58ec52c5132d271e34ddb8e201a46a40
usambnl,US Charge d'Affaires to Netherlands,Netherlands,netherlands,Ambassadors & Representatives,,,netherlands;united states,Ambassadors&Representatives,US Charge d'Affaires to Netherlands,,dgm_og_mentioner_v6,06c84cdabc656884a35ace9198b16b78,dgm_og_mentioner_v6__06c84cdabc656884a35ace9198b16b78
btahziblie,Dutch Human Rights Ambassador,Netherlands,netherlands,Ambassadors & Representatives,,,netherlands;netherlands,Ambassadors&Representatives,Dutch Human Rights Ambassador,,dgm_og_mentioner_v6,81a018948287a2825bd2cd2435fe97d3,dgm_og_mentioner_v6__81a018948287a2825bd2cd2435fe97d3
henkvandendool,Dutch Foreign Affairs Ministry Inspector,Netherlands,netherlands,Ambassadors & Representatives,,,netherlands;netherlands,Ambassadors&Representatives,Dutch Foreign Affairs Ministry Inspector,,dgm_og_mentioner_v6,1e5514fa63127db231ba192cb751aa11,dgm_og_mentioner_v6__1e5514fa63127db231ba192cb751aa11
jos_douma,Dutch Special Envoy for Religion and Belief,Netherlands,netherlands,Ambassadors & Representatives,,,netherlands;netherlands,Ambassadors&Representatives,Dutch Special Envoy for Religion and Belief,,dgm_og_mentioner_v6,b2e2ebc97a02d1ca851f124b04fd50a9,dgm_og_mentioner_v6__b2e2ebc97a02d1ca851f124b04fd50a9
ha_alalawi,Iraqi Ambassador to Netherlands,Netherlands,netherlands,Ambassadors & Representatives,,,netherlands;iraq,Ambassadors&Representatives,Iraqi Ambassador to Netherlands,,dgm_og_mentioner_v6,59460905f3d63d6ec066583f0215bcf6,dgm_og_mentioner_v6__59460905f3d63d6ec066583f0215bcf6
tc_rotterdam_bk,"Turkish Consulate General in Rotterdam, Netherlands",Netherlands,netherlands,Ambassadors & Representatives,,,netherlands;turkey,Ambassadors&Representatives,"Turkish Consulate General in Rotterdam, Netherlands",,dgm_og_mentioner_v6,ebe12919aa632b50ce6946a5db619904,dgm_og_mentioner_v6__ebe12919aa632b50ce6946a5db619904
ericaschoutennl,Dutch Foreign Ministry Director for Europe,Netherlands,netherlands,Ambassadors & Representatives,,,netherlands;netherlands,Ambassadors&Representatives,Dutch Foreign Ministry Director for Europe,,dgm_og_mentioner_v6,d8b2822f15aad7e93910bc8e4a1b4e7b,dgm_og_mentioner_v6__d8b2822f15aad7e93910bc8e4a1b4e7b
amblirim,Kosovo Ambassador to Netherlands,Netherlands,netherlands,Ambassadors & Representatives,,,netherlands;kosovo,Ambassadors&Representatives,Kosovo Ambassador to Netherlands,,dgm_og_mentioner_v6,658430e93d9bcb9c9c925e2d2a6e3154,dgm_og_mentioner_v6__658430e93d9bcb9c9c925e2d2a6e3154
jensottohorslun,Danish Ambassador to Netherlands,Netherlands,netherlands,Ambassadors & Representatives,,,netherlands;denmark,Ambassadors&Representatives,Danish Ambassador to Netherlands,,dgm_og_mentioner_v6,bd5f57cd646ac80b5389bd79c2eea780,dgm_og_mentioner_v6__bd5f57cd646ac80b5389bd79c2eea780
ministerblok,Duch Foreign Minister Blok,Netherlands,netherlands,Foreign Minister,,,netherlands,ForeignMinister,Duch Foreign Minister Blok,,dgm_og_mentioner_v6,ef74c52e4c8312f9c2482303eb13e2c2,dgm_og_mentioner_v6__ef74c52e4c8312f9c2482303eb13e2c2
dutchmfa,Dutch Foreign Ministry,Netherlands,netherlands,Foreign Ministry,,,netherlands,ForeignMinistry,Dutch Foreign Ministry,,dgm_og_mentioner_v6,448920325883c11f023918ea313952c7,dgm_og_mentioner_v6__448920325883c11f023918ea313952c7
minbz,Dutch Foreign Ministry,Netherlands,netherlands,Foreign Ministry,,,netherlands,ForeignMinistry,Dutch Foreign Ministry,,dgm_og_mentioner_v6,448920325883c11f023918ea313952c7,dgm_og_mentioner_v6__448920325883c11f023918ea313952c7
minpres,Dutch Prime Minister Rutte,netherlands,netherlands,Heads of State,,,netherlands,HeadsOfState,Dutch Prime Minister Rutte,,dgm_og_mentioner_v6,5aba855e48a75d8f232d86ecf2b16dc5,dgm_og_mentioner_v6__5aba855e48a75d8f232d86ecf2b16dc5
nlambassadorusa,Dutch Amabassador to US,Netherlands,netherlands,Host Nation Ambassadors to US,,,netherlands,HostNationAmbassadorsToUs,Dutch Amabassador to US,,dgm_og_mentioner_v6,a819570f206dc6ab58da0860d2f820ef,dgm_og_mentioner_v6__a819570f206dc6ab58da0860d2f820ef
usambnl,US Ambassador to Netherlands,Netherlands,netherlands,US ambassadors,,,netherlands;united states,UsAmbassadors,US Ambassador to Netherlands,,dgm_og_mentioner_v6,246db39dcfbd00a1c955b6fb9cc77ad3,dgm_og_mentioner_v6__246db39dcfbd00a1c955b6fb9cc77ad3
thomsonfiji,UN Special Envoy for the Ocean,New York,new york,Ambassadors & Representatives,,,new york;un,Ambassadors&Representatives,UN Special Envoy for the Ocean,,dgm_og_mentioner_v6,c987477d98b983d29c3e09d42017eab7,dgm_og_mentioner_v6__c987477d98b983d29c3e09d42017eab7
