keyword,caption_name,location_lower,groups,topic_id,entity_type,guid,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
roanoke-blacksburg regional airport,Roanoke-Blacksburg Regional Airport,roanoke-blacksburg regional airport,airport,,airport,,Airport,Roanoke-Blacksburg Regional Airport,,dgm_tsa_channel_class_terms,a999b575a27b707c34a9f141d87c1e8f,dgm_tsa_channel_class_terms__a999b575a27b707c34a9f141d87c1e8f
rochester international airport,Rochester International Airport,rochester international airport,airport,,airport,,Airport,Rochester International Airport,,dgm_tsa_channel_class_terms,88bbdda267f17289c843e472e965d0ab,dgm_tsa_channel_class_terms__88bbdda267f17289c843e472e965d0ab
greater rochester international airport,Frederick Douglass - Greater Rochester International Airport,frederick douglass - greater rochester international airport,airport,,airport,,Airport,Frederick Douglass - Greater Rochester International Airport,,dgm_tsa_channel_class_terms,c2e5b7ebd8fc93edd9aa770fb82a223b,dgm_tsa_channel_class_terms__c2e5b7ebd8fc93edd9aa770fb82a223b
knox county regional airport,Knox County Regional Airport,knox county regional airport,airport,,airport,,Airport,Knox County Regional Airport,,dgm_tsa_channel_class_terms,8aa4bc42c795a731454569d6344e4eab,dgm_tsa_channel_class_terms__8aa4bc42c795a731454569d6344e4eab
sacramento international airport,Sacramento International Airport,sacramento international airport,airport,,airport,,Airport,Sacramento International Airport,,dgm_tsa_channel_class_terms,a1e30308d12e66f44a9c4f4656bbdcb2,dgm_tsa_channel_class_terms__a1e30308d12e66f44a9c4f4656bbdcb2
mbs international airport,MBS International Airport,mbs international airport,airport,,airport,,Airport,MBS International Airport,,dgm_tsa_channel_class_terms,5474d417381dac0653308eef1fb024e2,dgm_tsa_channel_class_terms__5474d417381dac0653308eef1fb024e2
wicomico regional airport,Salisbury–Ocean City–Wicomico Regional Airport,salisbury–ocean city–wicomico regional airport,airport,,airport,,Airport,Salisbury–Ocean City–Wicomico Regional Airport,,dgm_tsa_channel_class_terms,b12cfa6a5a4a5f21b9b155ec04b04cda,dgm_tsa_channel_class_terms__b12cfa6a5a4a5f21b9b155ec04b04cda
salt lake city international,Salt Lake City International Airport,salt lake city international airport,airport,,airport,,Airport,Salt Lake City International Airport,,dgm_tsa_channel_class_terms,c690a409f0a8c21802b80c40e6774033,dgm_tsa_channel_class_terms__c690a409f0a8c21802b80c40e6774033
san angelo regional airport,San Angelo Regional Airport,san angelo regional airport,airport,,airport,,Airport,San Angelo Regional Airport,,dgm_tsa_channel_class_terms,d47369c66334c8c91b0339abeee56280,dgm_tsa_channel_class_terms__d47369c66334c8c91b0339abeee56280
san antonio international airport,San Antonio International Airport,san antonio international airport,airport,,airport,,Airport,San Antonio International Airport,,dgm_tsa_channel_class_terms,a354e1073c29ba7bf94577381a71a27a,dgm_tsa_channel_class_terms__a354e1073c29ba7bf94577381a71a27a
san diego international airport,San Diego International Airport,san diego international airport,airport,,airport,,Airport,San Diego International Airport,,dgm_tsa_channel_class_terms,39415c972a9508e13a36dc13a5a22f9e,dgm_tsa_channel_class_terms__39415c972a9508e13a36dc13a5a22f9e
san francisco international airport,San Francisco International Airport,san francisco international airport,airport,,airport,,Airport,San Francisco International Airport,,dgm_tsa_channel_class_terms,6a61f035271529f7cd01ad59ce529ea4,dgm_tsa_channel_class_terms__6a61f035271529f7cd01ad59ce529ea4
san jose international airport,Norman Y. Mineta San Jose International Airport,norman y. mineta san jose international airport,airport,,airport,,Airport,Norman Y. Mineta San Jose International Airport,,dgm_tsa_channel_class_terms,783a1f85aecc3773946d10ab957f6154,dgm_tsa_channel_class_terms__783a1f85aecc3773946d10ab957f6154
obispo county regional airport,San Luis Obispo County Regional Airport,san luis obispo county regional airport,airport,,airport,,Airport,San Luis Obispo County Regional Airport,,dgm_tsa_channel_class_terms,35808eb08f15b81285595caad6bf6be7,dgm_tsa_channel_class_terms__35808eb08f15b81285595caad6bf6be7
john wayne airport,John Wayne Airport,john wayne airport,airport,,airport,,Airport,John Wayne Airport,,dgm_tsa_channel_class_terms,5aafcb97d8c441b5c24fcfe16f14f32f,dgm_tsa_channel_class_terms__5aafcb97d8c441b5c24fcfe16f14f32f
santa barbara municipal airport,Santa Barbara Municipal Airport,santa barbara municipal airport,airport,,airport,,Airport,Santa Barbara Municipal Airport,,dgm_tsa_channel_class_terms,bfea27ec7d428f2900322b058b5d55e8,dgm_tsa_channel_class_terms__bfea27ec7d428f2900322b058b5d55e8
santa fe regional airport,Santa Fe Regional Airport,santa fe regional airport,airport,,airport,,Airport,Santa Fe Regional Airport,,dgm_tsa_channel_class_terms,5f3c70ccbf843ed54c7ecef3bc942b70,dgm_tsa_channel_class_terms__5f3c70ccbf843ed54c7ecef3bc942b70
santa maria public airport,Santa Maria Public Airport,santa maria public airport,airport,,airport,,Airport,Santa Maria Public Airport,,dgm_tsa_channel_class_terms,180b2f46a537fa3afb4ee96b22a44e3b,dgm_tsa_channel_class_terms__180b2f46a537fa3afb4ee96b22a44e3b
sarasota–bradenton international airport,Sarasota–Bradenton International Airport,sarasota–bradenton international airport,airport,,airport,,Airport,Sarasota–Bradenton International Airport,,dgm_tsa_channel_class_terms,2b53059a38972192e382582b5dc3e175,dgm_tsa_channel_class_terms__2b53059a38972192e382582b5dc3e175
chippewa county international airport,Chippewa County International Airport,chippewa county international airport,airport,,airport,,Airport,Chippewa County International Airport,,dgm_tsa_channel_class_terms,fc5a654f3ae74e2a9c8cbebc173ef816,dgm_tsa_channel_class_terms__fc5a654f3ae74e2a9c8cbebc173ef816
savannah/hilton head international airport,Savannah/Hilton Head International Airport,savannah/hilton head international airport,airport,,airport,,Airport,Savannah/Hilton Head International Airport,,dgm_tsa_channel_class_terms,9a57e15e7e315fc886bddacb112fc694,dgm_tsa_channel_class_terms__9a57e15e7e315fc886bddacb112fc694
king county international airport,King County International Airport,king county international airport,airport,,airport,,Airport,King County International Airport,,dgm_tsa_channel_class_terms,6703ae1091c48aed9896eaa9147bad04,dgm_tsa_channel_class_terms__6703ae1091c48aed9896eaa9147bad04
seattle–tacoma international airport,Seattle–Tacoma International Airport,seattle–tacoma international airport,airport,,airport,,Airport,Seattle–Tacoma International Airport,,dgm_tsa_channel_class_terms,31360ddff037c1f2d132fd144c357d46,dgm_tsa_channel_class_terms__31360ddff037c1f2d132fd144c357d46
sheridan county airport,Sheridan County Airport,sheridan county airport,airport,,airport,,Airport,Sheridan County Airport,,dgm_tsa_channel_class_terms,ba286afb226a5824c87bc78c90890d8e,dgm_tsa_channel_class_terms__ba286afb226a5824c87bc78c90890d8e
shreveport regional airport,Shreveport Regional Airport,shreveport regional airport,airport,,airport,,Airport,Shreveport Regional Airport,,dgm_tsa_channel_class_terms,1ffd4cccabca79969c667e2f69e507fc,dgm_tsa_channel_class_terms__1ffd4cccabca79969c667e2f69e507fc
sidney–richland municipal airport,Sidney–Richland Municipal Airport,sidney–richland municipal airport,airport,,airport,,Airport,Sidney–Richland Municipal Airport,,dgm_tsa_channel_class_terms,7525758bed0f6cc551f22de13a34e51e,dgm_tsa_channel_class_terms__7525758bed0f6cc551f22de13a34e51e
sioux gateway airport,Sioux Gateway Airport,sioux gateway airport,airport,,airport,,Airport,Sioux Gateway Airport,,dgm_tsa_channel_class_terms,a4ec3bcc09444f5c8f46e64d57f74569,dgm_tsa_channel_class_terms__a4ec3bcc09444f5c8f46e64d57f74569
sioux falls regional airport,Sioux Falls Regional Airport,sioux falls regional airport,airport,,airport,,Airport,Sioux Falls Regional Airport,,dgm_tsa_channel_class_terms,1a95a75f4d5bcae340fe0848bfb27cfd,dgm_tsa_channel_class_terms__1a95a75f4d5bcae340fe0848bfb27cfd
sitka rocky gutierrez airport,Sitka Rocky Gutierrez Airport,sitka rocky gutierrez airport,airport,,airport,,Airport,Sitka Rocky Gutierrez Airport,,dgm_tsa_channel_class_terms,13b0922880c18addafdc3be6711410ab,dgm_tsa_channel_class_terms__13b0922880c18addafdc3be6711410ab
south bend international airport,South Bend International Airport,south bend international airport,airport,,airport,,Airport,South Bend International Airport,,dgm_tsa_channel_class_terms,4021d997822c93e13f3c649c8423727f,dgm_tsa_channel_class_terms__4021d997822c93e13f3c649c8423727f
spokane international airport,Spokane International Airport,spokane international airport,airport,,airport,,Airport,Spokane International Airport,,dgm_tsa_channel_class_terms,7beed96a1837406e2bbfecd6fe46d7f3,dgm_tsa_channel_class_terms__7beed96a1837406e2bbfecd6fe46d7f3
abraham lincoln capital airport,Abraham Lincoln Capital Airport,abraham lincoln capital airport,airport,,airport,,Airport,Abraham Lincoln Capital Airport,,dgm_tsa_channel_class_terms,33ebb5804909404d0fa35b838857b0f9,dgm_tsa_channel_class_terms__33ebb5804909404d0fa35b838857b0f9
springfield-branson national airport,Springfield-Branson National Airport,springfield-branson national airport,airport,,airport,,Airport,Springfield-Branson National Airport,,dgm_tsa_channel_class_terms,002f207d233566076f1b9ec47c186d0a,dgm_tsa_channel_class_terms__002f207d233566076f1b9ec47c186d0a
st. cloud regional airport,St. Cloud Regional Airport,st. cloud regional airport,airport,,airport,,Airport,St. Cloud Regional Airport,,dgm_tsa_channel_class_terms,6cb0d9e4d10ce0b68cf8f191c7ea981c,dgm_tsa_channel_class_terms__6cb0d9e4d10ce0b68cf8f191c7ea981c
st. george regional airport,St. George Regional Airport,st. george regional airport,airport,,airport,,Airport,St. George Regional Airport,,dgm_tsa_channel_class_terms,f89e043f9382ca8ef12a99e1d979e1f6,dgm_tsa_channel_class_terms__f89e043f9382ca8ef12a99e1d979e1f6
st. louis lambert international airport,St. Louis Lambert International Airport,st. louis lambert international airport,airport,,airport,,Airport,St. Louis Lambert International Airport,,dgm_tsa_channel_class_terms,3822649982a657dbc5d3d947298e1ad3,dgm_tsa_channel_class_terms__3822649982a657dbc5d3d947298e1ad3
st. pete–clearwater international airport,St. Pete–Clearwater International Airport,st. pete–clearwater international airport,airport,,airport,,Airport,St. Pete–Clearwater International Airport,,dgm_tsa_channel_class_terms,6a06df82ba3b91392bf04037b39573c8,dgm_tsa_channel_class_terms__6a06df82ba3b91392bf04037b39573c8
university park airport,University Park Airport,university park airport,airport,,airport,,Airport,University Park Airport,,dgm_tsa_channel_class_terms,fec0bf457430bd21c8a3729dabc34a4d,dgm_tsa_channel_class_terms__fec0bf457430bd21c8a3729dabc34a4d
stockton metropolitan airport,Stockton Metropolitan Airport,stockton metropolitan airport,airport,,airport,,Airport,Stockton Metropolitan Airport,,dgm_tsa_channel_class_terms,09ff759dd6bfff656d49c3d5e1ccb9ca,dgm_tsa_channel_class_terms__09ff759dd6bfff656d49c3d5e1ccb9ca
syracuse hancock international airport,Syracuse Hancock International Airport,syracuse hancock international airport,airport,,airport,,Airport,Syracuse Hancock International Airport,,dgm_tsa_channel_class_terms,203c83abfa29350e76f21ce685c62186,dgm_tsa_channel_class_terms__203c83abfa29350e76f21ce685c62186
tallahassee international airport,Tallahassee International Airport,tallahassee international airport,airport,,airport,,Airport,Tallahassee International Airport,,dgm_tsa_channel_class_terms,3e1c8df9f509157e515fe41ed4cf5875,dgm_tsa_channel_class_terms__3e1c8df9f509157e515fe41ed4cf5875
tampa international airport,Tampa International Airport,tampa international airport,airport,,airport,,Airport,Tampa International Airport,,dgm_tsa_channel_class_terms,6b6302d46c926f1681b058fd311d8694,dgm_tsa_channel_class_terms__6b6302d46c926f1681b058fd311d8694
telluride regional airport,Telluride Regional Airport,telluride regional airport,airport,,airport,,Airport,Telluride Regional Airport,,dgm_tsa_channel_class_terms,88026919664eab9bd119e6836b8556ee,dgm_tsa_channel_class_terms__88026919664eab9bd119e6836b8556ee
texarkana regional airport,Texarkana Regional Airport,texarkana regional airport,airport,,airport,,Airport,Texarkana Regional Airport,,dgm_tsa_channel_class_terms,90f70db4516569825499b98553131b71,dgm_tsa_channel_class_terms__90f70db4516569825499b98553131b71
toledo express airport,Eugene F. Kranz Toledo Express Airport,eugene f. kranz toledo express airport,airport,,airport,,Airport,Eugene F. Kranz Toledo Express Airport,,dgm_tsa_channel_class_terms,ebb9951006bb648d6dbea2977eb50450,dgm_tsa_channel_class_terms__ebb9951006bb648d6dbea2977eb50450
topeka regional airport,Topeka Regional Airport,topeka regional airport,airport,,airport,,Airport,Topeka Regional Airport,,dgm_tsa_channel_class_terms,b606b8a8394f5e9d8a75195887f06d70,dgm_tsa_channel_class_terms__b606b8a8394f5e9d8a75195887f06d70
cherry capital airport,Cherry Capital Airport,cherry capital airport,airport,,airport,,Airport,Cherry Capital Airport,,dgm_tsa_channel_class_terms,f127ab7153fb587be2d8e8f1af244de3,dgm_tsa_channel_class_terms__f127ab7153fb587be2d8e8f1af244de3
trenton–mercer airport,Trenton–Mercer Airport,trenton–mercer airport,airport,,airport,,Airport,Trenton–Mercer Airport,,dgm_tsa_channel_class_terms,6e7c487324dd4c1ed0d787b27fd0c67f,dgm_tsa_channel_class_terms__6e7c487324dd4c1ed0d787b27fd0c67f
tri-cities regional airport,Tri-Cities Regional Airport,tri-cities regional airport,airport,,airport,,Airport,Tri-Cities Regional Airport,,dgm_tsa_channel_class_terms,1fe22e89ef46e92360763e661f437c66,dgm_tsa_channel_class_terms__1fe22e89ef46e92360763e661f437c66
tucson international airport,Tucson International Airport,tucson international airport,airport,,airport,,Airport,Tucson International Airport,,dgm_tsa_channel_class_terms,fadcd62fd55ecf82a9efb393a844667a,dgm_tsa_channel_class_terms__fadcd62fd55ecf82a9efb393a844667a
tulsa international airport,Tulsa International Airport,tulsa international airport,airport,,airport,,Airport,Tulsa International Airport,,dgm_tsa_channel_class_terms,0c1f4d007416cd0436169f9de112d456,dgm_tsa_channel_class_terms__0c1f4d007416cd0436169f9de112d456
tupelo regional airport,Tupelo Regional Airport,tupelo regional airport,airport,,airport,,Airport,Tupelo Regional Airport,,dgm_tsa_channel_class_terms,c98f82ab4d6186e6673f91b5876ace80,dgm_tsa_channel_class_terms__c98f82ab4d6186e6673f91b5876ace80
grand canyon national park airport,Grand Canyon National Park Airport,grand canyon national park airport,airport,,airport,,Airport,Grand Canyon National Park Airport,,dgm_tsa_channel_class_terms,5cb758c1b96e343e295377c7227dbfdc,dgm_tsa_channel_class_terms__5cb758c1b96e343e295377c7227dbfdc
magic valley regional airport,Magic Valley Regional Airport,magic valley regional airport,airport,,airport,,Airport,Magic Valley Regional Airport,,dgm_tsa_channel_class_terms,2c8f92130ec47506359ce20d44ef1b27,dgm_tsa_channel_class_terms__2c8f92130ec47506359ce20d44ef1b27
tyler pounds regional airport,Tyler Pounds Regional Airport,tyler pounds regional airport,airport,,airport,,Airport,Tyler Pounds Regional Airport,,dgm_tsa_channel_class_terms,903f4096d3c9db5402eb79106db602bf,dgm_tsa_channel_class_terms__903f4096d3c9db5402eb79106db602bf
tom madsen (dutch harbor) airport,Tom Madsen (Dutch Harbor) Airport,tom madsen (dutch harbor) airport,airport,,airport,,Airport,Tom Madsen (Dutch Harbor) Airport,,dgm_tsa_channel_class_terms,de4c0a339070da9841041ab31025b39e,dgm_tsa_channel_class_terms__de4c0a339070da9841041ab31025b39e
valdez airport,Valdez Airport,valdez airport,airport,,airport,,Airport,Valdez Airport,,dgm_tsa_channel_class_terms,ca638aeb0478e974c538a7015f5c53bf,dgm_tsa_channel_class_terms__ca638aeb0478e974c538a7015f5c53bf
valdosta regional airport,Valdosta Regional Airport,valdosta regional airport,airport,,airport,,Airport,Valdosta Regional Airport,,dgm_tsa_channel_class_terms,bb91538ad40d7b49284bc16620aa506a,dgm_tsa_channel_class_terms__bb91538ad40d7b49284bc16620aa506a
destin–fort walton beach airport,Destin–Fort Walton Beach Airport,destin–fort walton beach airport,airport,,airport,,Airport,Destin–Fort Walton Beach Airport,,dgm_tsa_channel_class_terms,4f7f0fc0c7223b0fe6f0a50f806c1922,dgm_tsa_channel_class_terms__4f7f0fc0c7223b0fe6f0a50f806c1922
