handle,caption_name,location_lower,exclude_groups,Location City,Location Country,Alternate Location (city/statge/region/country/constituency),.1,.2,Firstname,Lastname,Entity Type,Entity Type 2,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
carmelomicelipd,Italian Legislator Miceli,italy,italy,Rome,Italy,Sicily,Chamber of Deputies of Italy,Democratic Party,Carmelo,Miceli,Legislator,Member of the Romanian Chamber of Deputies,Keyphrase,Italian Legislator Miceli,,int_leg_handles,023a49a1f36fd64c1bc1af372094da82,int_leg_handles__023a49a1f36fd64c1bc1af372094da82
carolinavarchi,Italian Legislator Varchi,italy,italy,Rome,Italy,Sicily,Chamber of Deputies of Italy,Brothers of Italy,Maria,Varchi,Legislator,Member of the Romanian Chamber of Deputies,CompanyKeyword,Italian Legislator Varchi,,int_leg_handles,9ad50977a85db9e12056c894377bad91,int_leg_handles__9ad50977a85db9e12056c894377bad91
catvitiello,Italian Legislator Vitiello,italy,italy,Rome,Italy,Campania,Chamber of Deputies of Italy,Five Star Movement,Catello,Vitiello,Legislator,Member of the Romanian Chamber of Deputies,Person,Italian Legislator Vitiello,,int_leg_handles,676f4351ce7659d4cd087da6f90e3d98,int_leg_handles__676f4351ce7659d4cd087da6f90e3d98
catiapolidori,Italian Legislator Polidori,italy,italy,Rome,Italy,Umbria,Chamber of Deputies of Italy,Forza Italia (2013),Catia,Polidori,Legislator,Member of the Romanian Chamber of Deputies,space,Italian Legislator Polidori,,int_leg_handles,f3e8f0e2e35e5169246f3dda6186e16b,int_leg_handles__f3e8f0e2e35e5169246f3dda6186e16b
bragachiara,Italian Legislator Braga,italy,italy,Rome,Italy,Lombardy,Chamber of Deputies of Italy,Democratic Party,Chiara,Braga,Legislator,Member of the Romanian Chamber of Deputies,ForeignMinister,Italian Legislator Braga,,int_leg_handles,ec2e4ef9566c48da13a7d138c02646a9,int_leg_handles__ec2e4ef9566c48da13a7d138c02646a9
chiara_201181,Italian Legislator Gagnarli,italy,italy,Rome,Italy,Toscana,Chamber of Deputies of Italy,Five Star Movement,Chiara,Gagnarli,Legislator,Member of the Romanian Chamber of Deputies,Legislator,Italian Legislator Gagnarli,,int_leg_handles,c60ebe1f434b77eea19f9a0956c7caf8,int_leg_handles__c60ebe1f434b77eea19f9a0956c7caf8
chiaragribaudo,Italian Legislator,italy,italy,Rome,Italy,Piedmont,Chamber of Deputies of Italy,Democratic Party,Chiara,Gribaudo,Legislator,Member of the Romanian Chamber of Deputies,News,Italian Legislator,,int_leg_handles,41cca9c079c62e9145daa94431bbbcde,int_leg_handles__41cca9c079c62e9145daa94431bbbcde
ciromaschio,Italian Legislator Maschio,italy,italy,Rome,Italy,Veneto,Chamber of Deputies of Italy,Brothers of Italy,Ciro,Maschio,Legislator,Member of the Romanian Chamber of Deputies,Refinery,Italian Legislator Maschio,,int_leg_handles,720d1659d3df9eab61e95680a3695b9f,int_leg_handles__720d1659d3df9eab61e95680a3695b9f
claudiaporchiet,Italian Legislator Porchietto,italy,italy,Rome,Italy,Piedmont,Chamber of Deputies of Italy,Forza Italia (2013),Claudia,Porchietto,Legislator,Member of the Romanian Chamber of Deputies,LegislativeCommittee,Italian Legislator Porchietto,,int_leg_handles,3561164bf3e7a3a6aab6aae3df20ea6c,int_leg_handles__3561164bf3e7a3a6aab6aae3df20ea6c
borghi_claudio,Italian Legislator Aquilini,italy,italy,Rome,Italy,Tuscany,Chamber of Deputies of Italy,Lega Nord,Claudio,Aquilini,Legislator,Member of the Romanian Chamber of Deputies,space,Italian Legislator Aquilini,,int_leg_handles,3c48302a348781f23b404a960ca0b943,int_leg_handles__3c48302a348781f23b404a960ca0b943
cla_cominardi,Italian Legislator Cominardi,italy,italy,Rome,Italy,Lombardy,Chamber of Deputies of Italy,Five Star Movement,Claudio,Cominardi,Legislator,Member of the Romanian Chamber of Deputies,ForeignMinister,Italian Legislator Cominardi,,int_leg_handles,66fd6df0ee5405d6acac0541f9c0c2b3,int_leg_handles__66fd6df0ee5405d6acac0541f9c0c2b3
claudiodurigon,Italian Former Legislator Durigon,italy,italy,Rome,Italy,Lazio,Chamber of Deputies of Italy,Lega Nord,Claudio,Durigon,Legislator,Member of the Romanian Chamber of Deputies,ForeignMinister,Italian Former Legislator Durigon,,int_leg_handles,d7b62dee252645684382376534b59560,int_leg_handles__d7b62dee252645684382376534b59560
connygiordano_5,Italian Legislator Giordano,italy,italy,Rome,Italy,Campania,Chamber of Deputies of Italy,Five Star Movement,Conny,Giordano,Legislator,Member of the Romanian Chamber of Deputies,Exec,Italian Legislator Giordano,,int_leg_handles,70187b18cf5589846db6d9a9211f5187,int_leg_handles__70187b18cf5589846db6d9a9211f5187
cosimo_adelizzi,Italian Legislator Adelizzi,italy,italy,Rome,Italy,Campania,Chamber of Deputies of Italy,Five Star Movement,Cosimo,Adelizzi,Legislator,Member of the Romanian Chamber of Deputies,IndustryTerm,Italian Legislator Adelizzi,,int_leg_handles,d32870f2464bc3fda914c214933f6030,int_leg_handles__d32870f2464bc3fda914c214933f6030
ferricosimo,Italian Legislator Ferri,italy,italy,Rome,Italy,Toscana,Chamber of Deputies of Italy,Democratic Party,Cosimo,Ferri,Legislator,Member of the Romanian Chamber of Deputies,ForeignMinistry,Italian Legislator Ferri,,int_leg_handles,5313dfe8a876696ea26911c7eb20060a,int_leg_handles__5313dfe8a876696ea26911c7eb20060a
cosimosibilia,Italian Legislator Sibilia,italy,italy,Rome,Italy,Campania,Chamber of Deputies of Italy,Forza Italia (1994),Cosimo,Sibilia,Legislator,Member of the Romanian Chamber of Deputies,Pipeline,Italian Legislator Sibilia,,int_leg_handles,02606b65a5e614c4a724bd3b182fadf0,int_leg_handles__02606b65a5e614c4a724bd3b182fadf0
cristianinve,Italian Legislator Invernizzi,italy,italy,Rome,Italy,Lombardy,Chamber of Deputies of Italy,Lega Nord,Cristian,Invernizzi,Legislator,Member of the Romanian Chamber of Deputies,Shipping,Italian Legislator Invernizzi,,int_leg_handles,08bedfd5a165c161b451e1e593e6c954,int_leg_handles__08bedfd5a165c161b451e1e593e6c954
cristian5stelle,Italian Legislator Romaniello,italy,italy,Rome,Italy,Lombardy,Chamber of Deputies of Italy,Five Star Movement,Cristian,Romaniello,Legislator,Member of the Romanian Chamber of Deputies,AAEntity,Italian Legislator Romaniello,,int_leg_handles,be09e758edc2815bcc85ec45413fe15e,int_leg_handles__be09e758edc2815bcc85ec45413fe15e
cripatelli,Italian Legislator Patelli,italy,italy,Rome,Italy,Piedmont,Chamber of Deputies of Italy,Lega Nord,Cristina,Patelli,Legislator,Member of the Romanian Chamber of Deputies,AAEntity,Italian Legislator Patelli,,int_leg_handles,c5f7271f3e714c7a1e2f7cb53c45975b,int_leg_handles__c5f7271f3e714c7a1e2f7cb53c45975b
dalilanesci,Italian Legislator Nesci,italy,italy,Rome,Italy,Calabria,Chamber of Deputies of Italy,Five Star Movement,Dalila,Nesci,Legislator,Member of the Romanian Chamber of Deputies,IndustryTerm,Italian Legislator Nesci,,int_leg_handles,d0b293cbeb52f120186d3349723cfaa8,int_leg_handles__d0b293cbeb52f120186d3349723cfaa8
daniela_torto,Italian Legislator Torto,italy,italy,Rome,Italy,Abruzzo,Chamber of Deputies of Italy,Five Star Movement,Daniela,Torto,Legislator,Member of the Romanian Chamber of Deputies,Wells,Italian Legislator Torto,,int_leg_handles,7cfbf3099569da3e571b033356e99e31,int_leg_handles__7cfbf3099569da3e571b033356e99e31
dgpilot81,Italian Legislator Grosso,italy,italy,Rome,Italy,Abruzzo,Chamber of Deputies of Italy,Five Star Movement,Daniele,Grosso,Legislator,Member of the Romanian Chamber of Deputies,space,Italian Legislator Grosso,,int_leg_handles,ab720e49c1247cf023df75ebb505d7bf,int_leg_handles__ab720e49c1247cf023df75ebb505d7bf
dariofrance,Italian Minister of Cultural Heritage and Activities and Tourism Franceschini,italy,italy,Rome,Italy,Emilia-Romagna,Chamber of Deputies of Italy,Democratic Party,Dario,Franceschini,Legislator,Member of the Romanian Chamber of Deputies,Consulates,Italian Minister of Cultural Heritage and Activities and Tourism Franceschini,,int_leg_handles,f104e9369c9fe5a92fae481d93332c92,int_leg_handles__f104e9369c9fe5a92fae481d93332c92
davideaiello85,Italian Legislator Aiello,italy,italy,Rome,Italy,Sicily,Chamber of Deputies of Italy,Five Star Movement,Davide,Aiello,Legislator,Member of the Romanian Chamber of Deputies,DiplomaticFacilities,Italian Legislator Aiello,,int_leg_handles,98f0acc4a059f51a8e56e5b6af58b230,int_leg_handles__98f0acc4a059f51a8e56e5b6af58b230
d_bendinelli,Italian Legislator Bendinelli,italy,italy,Rome,Italy,Veneto,Chamber of Deputies of Italy,Forza Italia (2013),Davide,Bendinelli,Legislator,Member of the Romanian Chamber of Deputies,Wells,Italian Legislator Bendinelli,,int_leg_handles,ff41a2e18fc368edc3b15234f7ff531c,int_leg_handles__ff41a2e18fc368edc3b15234f7ff531c
crippa5stelle,Italian Legislator Crippa,italy,italy,Rome,Italy,Piedmont,Chamber of Deputies of Italy,Five Star Movement,Davide,Crippa,Legislator,Member of the Romanian Chamber of Deputies,Organization,Italian Legislator Crippa,,int_leg_handles,79717a37473aa24bbcb00708c69536c8,int_leg_handles__79717a37473aa24bbcb00708c69536c8
davidegalantino,Italian Legislator Galantino,italy,italy,Rome,Italy,Puglia,Chamber of Deputies of Italy,Five Star Movement,Davide,Galantino,Legislator,Member of the Romanian Chamber of Deputies,DiplomaticFacilities,Italian Legislator Galantino,,int_leg_handles,700050dd99791169908f441ac751f911,int_leg_handles__700050dd99791169908f441ac751f911
davidegariglio,Italian Legislator Gariglio,italy,italy,Rome,Italy,Piedmont,Chamber of Deputies of Italy,Democratic Party,Davide,Gariglio,Legislator,Member of the Romanian Chamber of Deputies,CompanyKeyword,Italian Legislator Gariglio,,int_leg_handles,edc4041a8cf6c0885fa9eb70b9b9b399,int_leg_handles__edc4041a8cf6c0885fa9eb70b9b9b399
zani83,Italian Legislator Zanichelli,italy,italy,Rome,Italy,Emilia Romagna,Chamber of Deputies of Italy,Five Star Movement,Davide,Zanichelli,Legislator,Member of the Romanian Chamber of Deputies,Keyphrase,Italian Legislator Zanichelli,,int_leg_handles,e06c7aef5795d84fe73d37ccd600caec,int_leg_handles__e06c7aef5795d84fe73d37ccd600caec
serracchiani,Italian Legislator Serracchiani,italy,italy,Rome,Italy,Friuli-Venezia Giulia,Chamber of Deputies of Italy,Democratic Party,Debora,Serracchiani,Legislator,Member of the Romanian Chamber of Deputies,LegislativeCommittee,Italian Legislator Serracchiani,,int_leg_handles,4dafd6919af22c5bf9cf82e0a2fd4299,int_leg_handles__4dafd6919af22c5bf9cf82e0a2fd4299
deborahbergamin,Italian Legislator Bergamini,italy,italy,Rome,Italy,Tuscany,Chamber of Deputies of Italy,The People of Freedom,Deborah,Bergamini,Legislator,Member of the Romanian Chamber of Deputies,Media,Italian Legislator Bergamini,,int_leg_handles,357b7af255028276e0781cc434a95adf,int_leg_handles__357b7af255028276e0781cc434a95adf
pignatonededalo,Italian Legislator Pignatone,italy,italy,Rome,Italy,Sicily,Chamber of Deputies of Italy,Five Star Movement,Dedalo,Pignatone,Legislator,Member of the Romanian Chamber of Deputies,ForeignMinister,Italian Legislator Pignatone,,int_leg_handles,4e0248edd0c9002292653706878df427,int_leg_handles__4e0248edd0c9002292653706878df427
diegodelorenzis,Italian Legislator Lorenzis,italy,italy,Rome,Italy,Puglia,Chamber of Deputies of Italy,Five Star Movement,Diego,Lorenzis,Legislator,Member of the Romanian Chamber of Deputies,Media,Italian Legislator Lorenzis,,int_leg_handles,6eb12da498ecf0ca0848fcb46635c840,int_leg_handles__6eb12da498ecf0ca0848fcb46635c840
sozzanidiego,Italian Legislator Sozzani,italy,italy,Rome,Italy,Piedmont,Chamber of Deputies of Italy,Forza Italia (2013),Diego,Sozzani,Legislator,Member of the Romanian Chamber of Deputies,Legislator,Italian Legislator Sozzani,,int_leg_handles,2ae71f33aaa05de89813f45933b96f12,int_leg_handles__2ae71f33aaa05de89813f45933b96f12
diegozardini,Italian Legislator Zardini,italy,italy,Rome,Italy,Veneto,Chamber of Deputies of Italy,Democratic Party,Diego,Zardini,Legislator,Member of the Romanian Chamber of Deputies,Legislator,Italian Legislator Zardini,,int_leg_handles,2bfe0fcf808eb13f2d15de3d8fe58c76,int_leg_handles__2bfe0fcf808eb13f2d15de3d8fe58c76
domenicofurgiu1,Italian Legislator Furgiuele,italy,italy,Rome,Italy,Calabria,Chamber of Deputies of Italy,Lega Nord,Domenico,Furgiuele,Legislator,Member of the Romanian Chamber of Deputies,space,Italian Legislator Furgiuele,,int_leg_handles,8eff3cde252dd247fc91d4c443a77d61,int_leg_handles__8eff3cde252dd247fc91d4c443a77d61
edmondocirielli,Italian Legislator Cirielli,italy,italy,Rome,Italy,Campania,Chamber of Deputies of Italy,Brothers of Italy,Edmondo,Cirielli,Legislator,Member of the Romanian Chamber of Deputies,Keyphrase,Italian Legislator Cirielli,,int_leg_handles,053c61dc547b8e36bd22f675a40882c2,int_leg_handles__053c61dc547b8e36bd22f675a40882c2
edorixi,Italian Legislator Rixi,italy,italy,Rome,Italy,Liguria,Chamber of Deputies of Italy,Lega Nord,Edoardo,Rixi,Legislator,Member of the Romanian Chamber of Deputies,CompanyKeyword,Italian Legislator Rixi,,int_leg_handles,06829c39fc9281f230200d29541c2de7,int_leg_handles__06829c39fc9281f230200d29541c2de7
edoardoziello1,Italian Legislator Ziello,italy,italy,Rome,Italy,Toscana,Chamber of Deputies of Italy,Lega Nord,Edoardo,Ziello,Legislator,Member of the Romanian Chamber of Deputies,Shipping,Italian Legislator Ziello,,int_leg_handles,f021fb93b564ba2f6e1088cd3d8ff0f7,int_leg_handles__f021fb93b564ba2f6e1088cd3d8ff0f7
elenacarnevali,Italian Legislator Carnevali,italy,italy,Rome,Italy,Lombardy,Chamber of Deputies of Italy,Democratic Party,Elena,Carnevali,Legislator,Member of the Romanian Chamber of Deputies,Consulates,Italian Legislator Carnevali,,int_leg_handles,bd2a854143ea3fc26ae7c36811651875,int_leg_handles__bd2a854143ea3fc26ae7c36811651875
elenalucchini,Italian Legislator Lucchini,italy,italy,Rome,Italy,Lombardy,Chamber of Deputies of Italy,Lega Nord,Elena,Lucchini,Legislator,Member of the Romanian Chamber of Deputies,Person,Italian Legislator Lucchini,,int_leg_handles,dd3238d66c4aa3b6238f069e22d7b2bd,int_leg_handles__dd3238d66c4aa3b6238f069e22d7b2bd
elmac71,Italian Legislator Maccanti,italy,italy,Rome,Italy,Piedmont,Chamber of Deputies of Italy,Lega Nord,Elena,Maccanti,Legislator,Member of the Romanian Chamber of Deputies,Refinery,Italian Legislator Maccanti,,int_leg_handles,a9b90e8cb4e341dfb7205f6fadad2009,int_leg_handles__a9b90e8cb4e341dfb7205f6fadad2009
elenaraffaelli4,Italian Legislator Raffaelli,italy,italy,Rome,Italy,Emilia-Romagna,Chamber of Deputies of Italy,Lega Nord,Elena,Raffaelli,Legislator,Member of the Romanian Chamber of Deputies,ForeignMinistry,Italian Legislator Raffaelli,,int_leg_handles,acd2adc04ad47582621374802b575583,int_leg_handles__acd2adc04ad47582621374802b575583
elio_vito,Italian Legislator Vito,italy,italy,Rome,Italy,Puglia,Chamber of Deputies of Italy,Forza Italia (1994),Elio,Vito,Legislator,Member of the Romanian Chamber of Deputies,Organization,Italian Legislator Vito,,int_leg_handles,4565efb3de93979bb0db78bc49c2922a,int_leg_handles__4565efb3de93979bb0db78bc49c2922a
siragusaelisa,Italian Legislator Siragusa,italy,italy,Rome,Italy,Estera,Chamber of Deputies of Italy,Five Star Movement,Elisa,Siragusa,Legislator,Member of the Romanian Chamber of Deputies,space,Italian Legislator Siragusa,,int_leg_handles,4ba1c962f8b3381f059016f310dc0aed,int_leg_handles__4ba1c962f8b3381f059016f310dc0aed
elisatripodi,Italian Legislator Tripodi,italy,italy,Rome,Italy,Aosta,Chamber of Deputies of Italy,Five Star Movement,Elisa,Tripodi,Legislator,Member of the Romanian Chamber of Deputies,AAEntity,Italian Legislator Tripodi,,int_leg_handles,bf1d3ef9c5b8da4c940aa8d5ee0d35f0,int_leg_handles__bf1d3ef9c5b8da4c940aa8d5ee0d35f0
bettaripani,Italian Legislator Ripani,italy,italy,Rome,Italy,Toscana,Chamber of Deputies of Italy,Forza Italia (2013),Elisabetta,Ripani,Legislator,Member of the Romanian Chamber of Deputies,Media,Italian Legislator Ripani,,int_leg_handles,67071c68c9e6b2774b96b6a0ffa95b28,int_leg_handles__67071c68c9e6b2774b96b6a0ffa95b28
elvirasavino,Italian Legislator Savino,italy,italy,Rome,Italy,Puglia,Chamber of Deputies of Italy,The People of Freedom,Elvira,Savino,Legislator,Member of the Romanian Chamber of Deputies,IndustryTerm,Italian Legislator Savino,,int_leg_handles,6a4b008336fb9033f75528e4a34c3283,int_leg_handles__6a4b008336fb9033f75528e4a34c3283
emanuela_corda,Italian Legislator Corda,italy,italy,Rome,Italy,Sardegna,Chamber of Deputies of Italy,Five Star Movement,Emanuela,Corda,Legislator,Member of the Romanian Chamber of Deputies,CompanyKeyword,Italian Legislator Corda,,int_leg_handles,2228760ad1e3cdfb54714c0fad58950e,int_leg_handles__2228760ad1e3cdfb54714c0fad58950e
ecdelre,Italian Former Legislator Del Re,italy,italy,Rome,Italy,Sahel,Chamber of Deputies of Italy,Five Star Movement,Emanuela,Del Re,Legislator,Member of the Romanian Chamber of Deputies,ForeignMinister,Italian Former Legislator Del Re,,int_leg_handles,ed9e15864d6d2c9715cd98270d456e87,int_leg_handles__ed9e15864d6d2c9715cd98270d456e87
emanuelarossin5,Italian Legislator Rossini,italy,italy,Rome,Italy,Trentino-South Tyrol,Chamber of Deputies of Italy,Trentino Tyrolean Autonomist Party,Emanuele,Rossini,Legislator,Member of the Romanian Chamber of Deputies,space,Italian Legislator Rossini,,int_leg_handles,7b19fc1386ed7a0ee69ad5a3513bb5a6,int_leg_handles__7b19fc1386ed7a0ee69ad5a3513bb5a6
emanuelefiano,Italian Legislator Fiano,italy,italy,Rome,Italy,Lombardy,Chamber of Deputies of Italy,Democratic Party,Emanuele,Fiano,Legislator,Member of the Romanian Chamber of Deputies,ForeignMinister,Italian Legislator Fiano,,int_leg_handles,08af6eddc647cc5ed105dd8f15c1ef39,int_leg_handles__08af6eddc647cc5ed105dd8f15c1ef39
emanueleprisco,Italian Legislator Prisco,italy,italy,Rome,Italy,Umbria,Chamber of Deputies of Italy,Brothers of Italy,Emanuele,Prisco,Legislator,Member of the Romanian Chamber of Deputies,Shipping,Italian Legislator Prisco,,int_leg_handles,3acdd0b48f3cae3d93e614285ce8d1bd,int_leg_handles__3acdd0b48f3cae3d93e614285ce8d1bd
e_scagliusi,Italian Legislator Scagliusi,italy,italy,Rome,Italy,Puglia,Chamber of Deputies of Italy,Five Star Movement,Emanuele,Scagliusi,Legislator,Member of the Romanian Chamber of Deputies,News,Italian Legislator Scagliusi,,int_leg_handles,0da58eda35eee9b7f3d3e5ca46ffe3c5,int_leg_handles__0da58eda35eee9b7f3d3e5ca46ffe3c5
emiliocarelli,Italian Legislator Carelli,italy,italy,Rome,Italy,Fiumicino,Chamber of Deputies of Italy,Five Star Movement,Emilio,Carelli,Legislator,Member of the Romanian Chamber of Deputies,ForeignMinister,Italian Legislator Carelli,,int_leg_handles,81fba151305d580993c24bad6f79ebdd,int_leg_handles__81fba151305d580993c24bad6f79ebdd
enricoborghi1,Italian Legislator Borghi,italy,italy,Rome,Italy,Piedmont,Chamber of Deputies of Italy,Democratic Party,Enrico,Borghi,Legislator,Member of the Romanian Chamber of Deputies,Media,Italian Legislator Borghi,,int_leg_handles,22fbe28fadfa597d2084a2dae7366c8f,int_leg_handles__22fbe28fadfa597d2084a2dae7366c8f
enrico__costa,Italian Legislator Costa,italy,italy,Rome,Italy,Piedmont,Chamber of Deputies of Italy,Popular Alternative,Enrico,Costa,Legislator,Member of the Romanian Chamber of Deputies,News,Italian Legislator Costa,,int_leg_handles,9ac1ba8c0607bdd28c98bb316ebd3f52,int_leg_handles__9ac1ba8c0607bdd28c98bb316ebd3f52
enzabrunobossio,Italian Legislator Bossio,italy,italy,Rome,Italy,Calabria,Chamber of Deputies of Italy,Democratic Party,Enza,Bossio,Legislator,Member of the Romanian Chamber of Deputies,LegislativeCommittee,Italian Legislator Bossio,,int_leg_handles,ec3af316ca129c2edb85f9aaefefc8c6,int_leg_handles__ec3af316ca129c2edb85f9aaefefc8c6
epalazzotto,Italian Legislator Palazzotto,italy,italy,Rome,Italy,Sicily,Chamber of Deputies of Italy,Sinistra Italiana,Erasmo,Palazzotto,Legislator,Member of the Romanian Chamber of Deputies,News,Italian Legislator Palazzotto,,int_leg_handles,9c432ebecc0d2c51922ac2e1a4a28821,int_leg_handles__9c432ebecc0d2c51922ac2e1a4a28821
