handle,caption_name,location,Type,location_lower,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
eliyoungband,Eli Young Band,United States,Entertainment,united states,Entertainment,Eli Young Band,,entertainment_mentioner,c46d9558d8881c3e4a14a46c0dee137d,entertainment_mentioner__c46d9558d8881c3e4a14a46c0dee137d
keatonstromberg,Emlem3 band member Keaton Stromberg,United States,Entertainment,united states,Entertainment,Emlem3 band member Keaton Stromberg,,entertainment_mentioner,4aafdba43473697eff259c31a0ee09d5,entertainment_mentioner__4aafdba43473697eff259c31a0ee09d5
mattwalshblog,The Daily Wire host Matt Walsh,United States,Entertainment,united states,Entertainment,The Daily Wire host Matt Walsh,,entertainment_mentioner,9359b6e79536e30aee7c0ebf70315638,entertainment_mentioner__9359b6e79536e30aee7c0ebf70315638
mattbellamy,Singer Matt Bellamy,United States,Entertainment,united states,Entertainment,Singer Matt Bellamy,,entertainment_mentioner,f5255ced62616ab89e8bb3268fd5fa35,entertainment_mentioner__f5255ced62616ab89e8bb3268fd5fa35
bensavage,Actor Ben Savage,United States,Entertainment,united states,Entertainment,Actor Ben Savage,,entertainment_mentioner,6a835b5c1122390cc335b4d171765ad6,entertainment_mentioner__6a835b5c1122390cc335b4d171765ad6
real1,Professional wrestler Enzo Amore,United States,Entertainment,united states,Entertainment,Professional wrestler Enzo Amore,,entertainment_mentioner,b2eaaa1f176460bc156ed656406078db,entertainment_mentioner__b2eaaa1f176460bc156ed656406078db
garethemery,DJ Gareth Emery,United States,Entertainment,united states,Entertainment,DJ Gareth Emery,,entertainment_mentioner,320d52116112e948a1807286451bb537,entertainment_mentioner__320d52116112e948a1807286451bb537
ajemaineclement,Actor Jemaine Clement,United States,Entertainment,united states,Entertainment,Actor Jemaine Clement,,entertainment_mentioner,185aae3e6db3ae84cbf938e5741d932d,entertainment_mentioner__185aae3e6db3ae84cbf938e5741d932d
akira5423,Comedian Akira Kawashima,United States,Entertainment,united states,Entertainment,Comedian Akira Kawashima,,entertainment_mentioner,a7e3546bb66ff3dd140c9c8b3d77bfc0,entertainment_mentioner__a7e3546bb66ff3dd140c9c8b3d77bfc0
cdnthe3rd,YouTube personality Caesar Noriega,United States,Entertainment,united states,Entertainment,YouTube personality Caesar Noriega,,entertainment_mentioner,d6ecaca2f853b177a06178415d6a313b,entertainment_mentioner__d6ecaca2f853b177a06178415d6a313b
awesomeantjay,Model Antje Utgaard,United States,Entertainment,united states,Entertainment,Model Antje Utgaard,,entertainment_mentioner,c6055aca7def5dd688ae1073cc1a4219,entertainment_mentioner__c6055aca7def5dd688ae1073cc1a4219
aliciagrimes71,Music artist Alicia Grimes,United States,Entertainment,united states,Entertainment,Music artist Alicia Grimes,,entertainment_mentioner,5a0ca6e39c37329f75c4075702528f5b,entertainment_mentioner__5a0ca6e39c37329f75c4075702528f5b
markrpellegrino,Actor Mark Pellegrino,United States,Entertainment,united states,Entertainment,Actor Mark Pellegrino,,entertainment_mentioner,606c03689d07e347e9f429c76d3c3947,entertainment_mentioner__606c03689d07e347e9f429c76d3c3947
amandaseyfried,Amanda Seyfried,United States,Entertainment,united states,Entertainment,Amanda Seyfried,,entertainment_mentioner,1e44fecbba29116f9bcfdab498ddff7b,entertainment_mentioner__1e44fecbba29116f9bcfdab498ddff7b
juneambrose,Costume designer June Ambrose,United States,Entertainment,united states,Entertainment,Costume designer June Ambrose,,entertainment_mentioner,49b9239a55e1bd2a0cd49c185f31141f,entertainment_mentioner__49b9239a55e1bd2a0cd49c185f31141f
dawn_french,Comedian Dawn French,United States,Entertainment,united states,Entertainment,Comedian Dawn French,,entertainment_mentioner,c2e36352cbaf250bd93dbe711260cd08,entertainment_mentioner__c2e36352cbaf250bd93dbe711260cd08
davidschneider,Actor David Schneider,United States,Entertainment,united states,Entertainment,Actor David Schneider,,entertainment_mentioner,8515f5986008f3cb974ca16f0fcfaadd,entertainment_mentioner__8515f5986008f3cb974ca16f0fcfaadd
maddibragg,YouTube personality Maddi Bragg,United States,Entertainment,united states,Entertainment,YouTube personality Maddi Bragg,,entertainment_mentioner,d55f880d0b0ce8e058f4e82d73fd9ea4,entertainment_mentioner__d55f880d0b0ce8e058f4e82d73fd9ea4
donaldindenial,Singer Donald,United States,Entertainment,united states,Entertainment,Singer Donald,,entertainment_mentioner,d5273b8a6cedd47bba8661ba29ec03b0,entertainment_mentioner__d5273b8a6cedd47bba8661ba29ec03b0
jeremycamp,Singer Jeremy Camp,United States,Entertainment,united states,Entertainment,Singer Jeremy Camp,,entertainment_mentioner,fbce6d88ce2f294c47abe5cadedbc97c,entertainment_mentioner__fbce6d88ce2f294c47abe5cadedbc97c
yelawolf,Rapper Yelawolf,United States,Entertainment,united states,Entertainment,Rapper Yelawolf,,entertainment_mentioner,5869d49e6d91b616a76231eb3124e272,entertainment_mentioner__5869d49e6d91b616a76231eb3124e272
sarahbaska,YouTube personality Sarah Baska,United States,Entertainment,united states,Entertainment,YouTube personality Sarah Baska,,entertainment_mentioner,5f9164f4db67532da788f09fd841357c,entertainment_mentioner__5f9164f4db67532da788f09fd841357c
laurenlaverne,Radio DJ Lauren Laverne,United States,Entertainment,united states,Entertainment,Radio DJ Lauren Laverne,,entertainment_mentioner,b68147b6c902891bf73b33bc1e1192d4,entertainment_mentioner__b68147b6c902891bf73b33bc1e1192d4
garryshandling,Comedian Garry Shandling,United States,Entertainment,united states,Entertainment,Comedian Garry Shandling,,entertainment_mentioner,503201e3c9cefee81d752fbb522dd23c,entertainment_mentioner__503201e3c9cefee81d752fbb522dd23c
kyungpark1992,Record producer Park Kyung,United States,Entertainment,united states,Entertainment,Record producer Park Kyung,,entertainment_mentioner,bbb706619b99fd107a2463d6a0801f88,entertainment_mentioner__bbb706619b99fd107a2463d6a0801f88
realdonitarose,TV host Donita Rose,United States,Entertainment,united states,Entertainment,TV host Donita Rose,,entertainment_mentioner,513c8e3b5f5484d58714f0c7dd9f8092,entertainment_mentioner__513c8e3b5f5484d58714f0c7dd9f8092
karibyron,TV host Kari Byron,United States,Entertainment,united states,Entertainment,TV host Kari Byron,,entertainment_mentioner,e6cb0e820c8cb1f7c6d68393f9d93772,entertainment_mentioner__e6cb0e820c8cb1f7c6d68393f9d93772
zea_hyungsik,Singer Park Hyung Sik,United States,Entertainment,united states,Entertainment,Singer Park Hyung Sik,,entertainment_mentioner,3f717d2933675a7be17fa90dbba3ee51,entertainment_mentioner__3f717d2933675a7be17fa90dbba3ee51
cheriedeville,Pornstar Cherie Deville,United States,Entertainment,united states,Entertainment,Pornstar Cherie Deville,,entertainment_mentioner,ebee6ab63a28bb45a332ee076968da6c,entertainment_mentioner__ebee6ab63a28bb45a332ee076968da6c
beeprinsloo,Model Behati Prinsloo,United States,Entertainment,united states,Entertainment,Model Behati Prinsloo,,entertainment_mentioner,c52dab65f8773c43bd96eb35d4e0b3f7,entertainment_mentioner__c52dab65f8773c43bd96eb35d4e0b3f7
heyitsnicolea,Actor Nicole Anderson,United States,Entertainment,united states,Entertainment,Actor Nicole Anderson,,entertainment_mentioner,17a01732c9d12f5dade4349fdfa74b94,entertainment_mentioner__17a01732c9d12f5dade4349fdfa74b94
aireyys,High-jump athlete Mike Edwards,United States,Entertainment,united states,Entertainment,High-jump athlete Mike Edwards,,entertainment_mentioner,fbb670103dc942647f9dd886eb7bb6c2,entertainment_mentioner__fbb670103dc942647f9dd886eb7bb6c2
realmercyj,Actor Mercy Johnson,United States,Entertainment,united states,Entertainment,Actor Mercy Johnson,,entertainment_mentioner,611472cd9f5d3bc2616f5b9d9327fce4,entertainment_mentioner__611472cd9f5d3bc2616f5b9d9327fce4
crystalhefner,Model Crystal Hefner,United States,Entertainment,united states,Entertainment,Model Crystal Hefner,,entertainment_mentioner,748420889bb90c794ac93d77c571b1b8,entertainment_mentioner__748420889bb90c794ac93d77c571b1b8
realdeancain,Actor Dean Cain,United States,Entertainment,united states,Entertainment,Actor Dean Cain,,entertainment_mentioner,d37e27796366f775294c7ad7e9ecf649,entertainment_mentioner__d37e27796366f775294c7ad7e9ecf649
tonygoldwyn,Actor Tony Goldwyn,United States,Entertainment,united states,Entertainment,Actor Tony Goldwyn,,entertainment_mentioner,9edc13f5344113871c8ec0e864561c07,entertainment_mentioner__9edc13f5344113871c8ec0e864561c07
jimihendrix,Jimi Hendrix,United States,Entertainment,united states,Entertainment,Jimi Hendrix,,entertainment_mentioner,24267f30f53aebb326d44f3d71b2f7cf,entertainment_mentioner__24267f30f53aebb326d44f3d71b2f7cf
debnamcarey,Actor Alycia Debnam-Carey,United States,Entertainment,united states,Entertainment,Actor Alycia Debnam-Carey,,entertainment_mentioner,07bd0835d0126e9af0dd0221739b5da3,entertainment_mentioner__07bd0835d0126e9af0dd0221739b5da3
georgestrait,Singer George Strait,United States,Entertainment,united states,Entertainment,Singer George Strait,,entertainment_mentioner,b63b86efd567252213eef81e07bca0c1,entertainment_mentioner__b63b86efd567252213eef81e07bca0c1
ronanofficial,Singer Ronan Keating,United States,Entertainment,united states,Entertainment,Singer Ronan Keating,,entertainment_mentioner,ae87e5e77bd147d0d23e305f6dd086e7,entertainment_mentioner__ae87e5e77bd147d0d23e305f6dd086e7
sofiapachano,Actor Sofia Pachano,United States,Entertainment,united states,Entertainment,Actor Sofia Pachano,,entertainment_mentioner,f478d414eba80d1400daaa1cc28db8fb,entertainment_mentioner__f478d414eba80d1400daaa1cc28db8fb
lidiaavila,Singer Lidia Avila,United States,Entertainment,united states,Entertainment,Singer Lidia Avila,,entertainment_mentioner,d14569df8d98f4c6a05abd7a9a98b159,entertainment_mentioner__d14569df8d98f4c6a05abd7a9a98b159
natachajaitt,Actor Natacha Jaitt,United States,Entertainment,united states,Entertainment,Actor Natacha Jaitt,,entertainment_mentioner,59b74154a215c6f149774431e20cd0a5,entertainment_mentioner__59b74154a215c6f149774431e20cd0a5
iamsambee,Comedian Samantha Bee,United States,Entertainment,united states,Entertainment,Comedian Samantha Bee,,entertainment_mentioner,ac51f72b2637f09f8649c5054c876e40,entertainment_mentioner__ac51f72b2637f09f8649c5054c876e40
official_ace7,Boy band A.C.E,United States,Entertainment,united states,Entertainment,Boy band A.C.E,,entertainment_mentioner,421bbfa788ed12382f6753d198ccf6ce,entertainment_mentioner__421bbfa788ed12382f6753d198ccf6ce
anthrax,Band Anthrax,United States,Entertainment,united states,Entertainment,Band Anthrax,,entertainment_mentioner,2e341282d822085120af783a3e8271d2,entertainment_mentioner__2e341282d822085120af783a3e8271d2
bigtiggershow,TV personality Big Tigger,United States,Entertainment,united states,Entertainment,TV personality Big Tigger,,entertainment_mentioner,d8a036379afd1e39ef27bf1a8758d3f2,entertainment_mentioner__d8a036379afd1e39ef27bf1a8758d3f2
willdarbyshire,Filmmaker Will Darbyshire,United States,Entertainment,united states,Entertainment,Filmmaker Will Darbyshire,,entertainment_mentioner,325fa0b9ace01e11084b55a040dab77a,entertainment_mentioner__325fa0b9ace01e11084b55a040dab77a
pnbrock,Singer PnB Rock,United States,Entertainment,united states,Entertainment,Singer PnB Rock,,entertainment_mentioner,8106b921a221f1c5ecd42a9d76ba048f,entertainment_mentioner__8106b921a221f1c5ecd42a9d76ba048f
hernancaire,TV host Hernan Caire,United States,Entertainment,united states,Entertainment,TV host Hernan Caire,,entertainment_mentioner,cf110ef5b3ca2123b98d45f0e06df4f9,entertainment_mentioner__cf110ef5b3ca2123b98d45f0e06df4f9
ramonasinger,TV personality Ramona Singer,United States,Entertainment,united states,Entertainment,TV personality Ramona Singer,,entertainment_mentioner,2437e5fd886e6b4dfdb370f306a221a1,entertainment_mentioner__2437e5fd886e6b4dfdb370f306a221a1
thereallukevans,Actor Luke Evans,United States,Entertainment,united states,Entertainment,Actor Luke Evans,,entertainment_mentioner,aaa3360abca32ea8ce73f1c09807aa0b,entertainment_mentioner__aaa3360abca32ea8ce73f1c09807aa0b
muscarijoseok,Actor Jose Maria Muscari,United States,Entertainment,united states,Entertainment,Actor Jose Maria Muscari,,entertainment_mentioner,8f1d7024e91a5f82baf016b30bf7d32c,entertainment_mentioner__8f1d7024e91a5f82baf016b30bf7d32c
acakacakan,Singer Alicia Chanzia,United States,Entertainment,united states,Entertainment,Singer Alicia Chanzia,,entertainment_mentioner,e91d9e13eeed5eb53515ca498b45c9c8,entertainment_mentioner__e91d9e13eeed5eb53515ca498b45c9c8
maria_cb,Actor Maria Canals-Barrera,United States,Entertainment,united states,Entertainment,Actor Maria Canals-Barrera,,entertainment_mentioner,0b7fd94a9a938b30bc85c5f2000ce715,entertainment_mentioner__0b7fd94a9a938b30bc85c5f2000ce715
btob_imhyunsik,Actor Im Hyun-sik,United States,Entertainment,united states,Entertainment,Actor Im Hyun-sik,,entertainment_mentioner,c9e1a1c3069253f058bbd5c25e970596,entertainment_mentioner__c9e1a1c3069253f058bbd5c25e970596
rogergzz,Actor Roger Gonzalez,United States,Entertainment,united states,Entertainment,Actor Roger Gonzalez,,entertainment_mentioner,af709bc78bfb06c52721779a1b45cfa3,entertainment_mentioner__af709bc78bfb06c52721779a1b45cfa3
veronica_orozco,Actor Veronica Orozco,United States,Entertainment,united states,Entertainment,Actor Veronica Orozco,,entertainment_mentioner,63e77d7e763d1f39c2e9f4423614a93c,entertainment_mentioner__63e77d7e763d1f39c2e9f4423614a93c
djkingassassin,DJ King Assassin,United States,Entertainment,united states,Entertainment,DJ King Assassin,,entertainment_mentioner,5f90ef0d20527b7a5a0c1671fa5c7d4b,entertainment_mentioner__5f90ef0d20527b7a5a0c1671fa5c7d4b
chrishughes_22,TV personality Chris Hughes,United States,Entertainment,united states,Entertainment,TV personality Chris Hughes,,entertainment_mentioner,998405e8867adff09e47adf8da35d412,entertainment_mentioner__998405e8867adff09e47adf8da35d412
dunjahayali,TV presenter Dunja Hayali,United States,Entertainment,united states,Entertainment,TV presenter Dunja Hayali,,entertainment_mentioner,b98bafac75831831fd6f4c1a66d38fc0,entertainment_mentioner__b98bafac75831831fd6f4c1a66d38fc0
stelladamasus,Actor Stella Damascus,United States,Entertainment,united states,Entertainment,Actor Stella Damascus,,entertainment_mentioner,9af5cccddb105b6fb19ac94169aa1be6,entertainment_mentioner__9af5cccddb105b6fb19ac94169aa1be6
robertcarlyle_,Actor Robert Carlyle,United States,Entertainment,united states,Entertainment,Actor Robert Carlyle,,entertainment_mentioner,931e25d69d1f9695b984ae0b22f1f9fb,entertainment_mentioner__931e25d69d1f9695b984ae0b22f1f9fb
juansolervalls,Actor Juan Soler,United States,Entertainment,united states,Entertainment,Actor Juan Soler,,entertainment_mentioner,c9a042b8b0e6712ed44a994773921e42,entertainment_mentioner__c9a042b8b0e6712ed44a994773921e42
gretelvaldez,Actor Gretell Valdez,United States,Entertainment,united states,Entertainment,Actor Gretell Valdez,,entertainment_mentioner,df64511eb4d91ccf6b57cb599ca621da,entertainment_mentioner__df64511eb4d91ccf6b57cb599ca621da
oxmopuccino,Musician Oxmo Puccino,United States,Entertainment,united states,Entertainment,Musician Oxmo Puccino,,entertainment_mentioner,c57057e0f79d2556e1c9a35432caa62f,entertainment_mentioner__c57057e0f79d2556e1c9a35432caa62f
eltataazul,Actor Juan Carlos Casasola,United States,Entertainment,united states,Entertainment,Actor Juan Carlos Casasola,,entertainment_mentioner,ea72a97d50fa3344c8e3508f54d3ed6f,entertainment_mentioner__ea72a97d50fa3344c8e3508f54d3ed6f
virgilabloh,Off-White CEO Virgil Abloh,United States,Entertainment,united states,Entertainment,Off-White CEO Virgil Abloh,,entertainment_mentioner,9d15a4deb11f49c85c1cf016a9429658,entertainment_mentioner__9d15a4deb11f49c85c1cf016a9429658
a_petretzikis,Celebrity Chef Akis Petretzikis,United States,Entertainment,united states,Entertainment,Celebrity Chef Akis Petretzikis,,entertainment_mentioner,7f26a21249f14876fd9e604ce0f27658,entertainment_mentioner__7f26a21249f14876fd9e604ce0f27658
denitsaoff,Professional dancer Denitsa Ikonomova,United States,Entertainment,united states,Entertainment,Professional dancer Denitsa Ikonomova,,entertainment_mentioner,e9f6d96d6439284bdfb5507a245ed792,entertainment_mentioner__e9f6d96d6439284bdfb5507a245ed792
david_ramsey,Actor David Ramsey,United States,Entertainment,united states,Entertainment,Actor David Ramsey,,entertainment_mentioner,e821556abd4d994c5181e9e90ab2a798,entertainment_mentioner__e821556abd4d994c5181e9e90ab2a798
jackiechristie,TV personality Jackie Christie,United States,Entertainment,united states,Entertainment,TV personality Jackie Christie,,entertainment_mentioner,f3b2f9867c9fb8991b7fe0c6dc9ca57a,entertainment_mentioner__f3b2f9867c9fb8991b7fe0c6dc9ca57a
iam_poochhall,Actor Pooch Hall,United States,Entertainment,united states,Entertainment,Actor Pooch Hall,,entertainment_mentioner,65844f0f13188a567db90fbf03c612c6,entertainment_mentioner__65844f0f13188a567db90fbf03c612c6
hana_imai,Actor Hana Imai,United States,Entertainment,united states,Entertainment,Actor Hana Imai,,entertainment_mentioner,24e43c92580ede4432ff3de23d8f75b4,entertainment_mentioner__24e43c92580ede4432ff3de23d8f75b4
jonvoight,Actor Jon Voight,United States,Entertainment,united states,Entertainment,Actor Jon Voight,,entertainment_mentioner,9769a36ebef2ee8ad06a0f9b9ec0d2ef,entertainment_mentioner__9769a36ebef2ee8ad06a0f9b9ec0d2ef
tracecyrus,Musician Trace Cyrus,United States,Entertainment,united states,Entertainment,Musician Trace Cyrus,,entertainment_mentioner,b0a9fcf1e9885dcd8bb8c95f24be6e06,entertainment_mentioner__b0a9fcf1e9885dcd8bb8c95f24be6e06
