keyword,caption_name,groups,Location,Title,City,Organization Name (child),Organization Name (Intermediate),Twitter Handle,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
seychellois president,Seychellois President Faure,heads of state,,,,,,,AAEntity,Seychellois President Faure,,bp_mentionee,b82e5d9882cdca5e1b64187b82d68c0f,bp_mentionee__b82e5d9882cdca5e1b64187b82d68c0f
somali prime minister,Somali Prime Minister Khayre,heads of state,,,,,,,Exec,Somali Prime Minister Khayre,,bp_mentionee,aa442e73feac0dd5570aa8458af4af4a,bp_mentionee__aa442e73feac0dd5570aa8458af4af4a
kittitian prime minister,Saint Kitts and Nevis Prime Minister Harris,heads of state,,,,,,,Refinery,Saint Kitts and Nevis Prime Minister Harris,,bp_mentionee,5efefee0f43c59cf41d4a46342861990,bp_mentionee__5efefee0f43c59cf41d4a46342861990
bahamian prime minister,Bahamian Prime Minister Minnis,heads of state,,,,,,,Legislator,Bahamian Prime Minister Minnis,,bp_mentionee,afe76c511fc349d89bdc3d00cf9ce86c,bp_mentionee__afe76c511fc349d89bdc3d00cf9ce86c
comorian president,Comorian President Assoumani,heads of state,,,,,,,Refinery,Comorian President Assoumani,,bp_mentionee,8c5375f3dbd153fcef2d54528a2053b0,bp_mentionee__8c5375f3dbd153fcef2d54528a2053b0
ukrainian president,Ukrainian President Zelensky,heads of state,,,,,,,LegislativeCommittee,Ukrainian President Zelensky,,bp_mentionee,4e74cfc50ed9570188140269acfb2740,bp_mentionee__4e74cfc50ed9570188140269acfb2740
zambian president,Zambian President Lungu,heads of state,,,,,,,ForeignMinistry,Zambian President Lungu,,bp_mentionee,a5167b7f82e292250d6251a2b4eb1541,bp_mentionee__a5167b7f82e292250d6251a2b4eb1541
ethiopian prime minister,Ethiopian Prime Minister Abiy Ahmed,heads of state,,,,,,,Keyphrase,Ethiopian Prime Minister Abiy Ahmed,,bp_mentionee,f521a19bf864fb986d1476d131a5bfa4,bp_mentionee__f521a19bf864fb986d1476d131a5bfa4
european commission president,European Commission President von der Leyen,heads of state,,,,,,,Exec,European Commission President von der Leyen,,bp_mentionee,cb986c92aaaa179a5278b1e647d158bd,bp_mentionee__cb986c92aaaa179a5278b1e647d158bd
sudanese prime minister,Sudanese Prime Minister Hamdok,heads of state,,,,,,,ForeignMinistry,Sudanese Prime Minister Hamdok,,bp_mentionee,3b450a4e71389d22985d73d8e48c4530,bp_mentionee__3b450a4e71389d22985d73d8e48c4530
swiss president,Swiss President Sommaruga,heads of state,,,,,,,LegislativeCommittee,Swiss President Sommaruga,,bp_mentionee,ef831735c40cab4b5649b63979880878,bp_mentionee__ef831735c40cab4b5649b63979880878
egyptian president abdel fattah el-sisi,Egyptian President al-Sisi,heads of state,,,,,,,Diplomat,Egyptian President al-Sisi,,bp_mentionee,9e604227c0bdee4a2d07543140cfeb26,bp_mentionee__9e604227c0bdee4a2d07543140cfeb26
fiji prime minister,Fiji Prime Minister Bainimarama,heads of state,,,,,,,ForeignMinistry,Fiji Prime Minister Bainimarama,,bp_mentionee,dc5926730fade2a111829c906b0e7830,bp_mentionee__dc5926730fade2a111829c906b0e7830
french president,French President Macron,heads of state,,,,,,,Consulates,French President Macron,,bp_mentionee,347c1bdf9c6a86aa8106718c5960662e,bp_mentionee__347c1bdf9c6a86aa8106718c5960662e
namibian president,Namibian President Geingob,heads of state,,,,,,,Organization,Namibian President Geingob,,bp_mentionee,30eba23075393c1a22f1097bd1a1c247,bp_mentionee__30eba23075393c1a22f1097bd1a1c247
north macedonian president,North Macedonian President Pendarovski,heads of state,,,,,,,Legislator,North Macedonian President Pendarovski,,bp_mentionee,ffadebac2f2d2f532e03cb16b5364523,bp_mentionee__ffadebac2f2d2f532e03cb16b5364523
palestinian prime minister,Palestinian Authority Prime Minister Shtayyeh,heads of state,,,,,,,LegislativeCommittee,Palestinian Authority Prime Minister Shtayyeh,,bp_mentionee,0db6d99851d3061a54966be78593a286,bp_mentionee__0db6d99851d3061a54966be78593a286
romanian president,Romanian President Iohannis,heads of state,,,,,,,AAEntity,Romanian President Iohannis,,bp_mentionee,35a379db7815c0811cb2f68346a926bb,bp_mentionee__35a379db7815c0811cb2f68346a926bb
spanish royal family,Spanish Royal Family,heads of state,,,,,,,space,Spanish Royal Family,,bp_mentionee,a93f9d50f7832452864c639194e008a6,bp_mentionee__a93f9d50f7832452864c639194e008a6
ugandan prime minister,Ugandan Prime Minister Rugunda,heads of state,,,,,,,Pipeline,Ugandan Prime Minister Rugunda,,bp_mentionee,69eaa35715339c540e63e2dfd66b26ec,bp_mentionee__69eaa35715339c540e63e2dfd66b26ec
bhutanese prime minister,Bhutanese Prime Minister Tshering,heads of state,,,,,,,ForeignMinistry,Bhutanese Prime Minister Tshering,,bp_mentionee,f3c3143b49f141c6bdd91c97509be782,bp_mentionee__f3c3143b49f141c6bdd91c97509be782
cambodian prime minister,Cambodian Prime Minister Hun Sen,heads of state,,,,,,,Organization,Cambodian Prime Minister Hun Sen,,bp_mentionee,62d743bacb4b96606752c492368f4484,bp_mentionee__62d743bacb4b96606752c492368f4484
fiji prime minister,Fiji Prime Minister Bainimarama,heads of state,,,,,,,AAEntity,Fiji Prime Minister Bainimarama,,bp_mentionee,dc5926730fade2a111829c906b0e7830,bp_mentionee__dc5926730fade2a111829c906b0e7830
new zealand prime minister,New Zealand Prime Minister Ardern,heads of state,,,,,,,ForeignMinister,New Zealand Prime Minister Ardern,,bp_mentionee,d5ce45936ce8ee9a638dde8804215b19,bp_mentionee__d5ce45936ce8ee9a638dde8804215b19
philippine president,Philippine President Duterte,heads of state,,,,,,,Keyphrase,Philippine President Duterte,,bp_mentionee,38bdfc0361cda8f106346a50a4a9e202,bp_mentionee__38bdfc0361cda8f106346a50a4a9e202
singapore prime minister,Singapore Prime Minister Lee,heads of state,,,,,,,Diplomat,Singapore Prime Minister Lee,,bp_mentionee,18f375c801b875aaec2fd65934d663fd,bp_mentionee__18f375c801b875aaec2fd65934d663fd
south korean president,South Korean President Moon,heads of state,,,,,,,News,South Korean President Moon,,bp_mentionee,b30ccf82a79a759626791f666f7e6059,bp_mentionee__b30ccf82a79a759626791f666f7e6059
president of tajikistan,Tajik President Rahmon,heads of state,,,,,,,Refinery,Tajik President Rahmon,,bp_mentionee,dfe2701cb75e5e398d140987f9e58786,bp_mentionee__dfe2701cb75e5e398d140987f9e58786
tajik president,Tajik President Rahmon,heads of state,,,,,,,AAEntity,Tajik President Rahmon,,bp_mentionee,dfe2701cb75e5e398d140987f9e58786,bp_mentionee__dfe2701cb75e5e398d140987f9e58786
emomali rahmon,Tajik President Rahmon,heads of state,,,,,,,LegislativeCommittee,Tajik President Rahmon,,bp_mentionee,dfe2701cb75e5e398d140987f9e58786,bp_mentionee__dfe2701cb75e5e398d140987f9e58786
president of uzbekistan,Uzbek President Mirziyoyev,heads of state,,,,,,,Consulates,Uzbek President Mirziyoyev,,bp_mentionee,98b0c9a271b0179f39684b7b4d774fc8,bp_mentionee__98b0c9a271b0179f39684b7b4d774fc8
mirziyoyev,Uzbek President Mirziyoyev,heads of state,,,,,,,Shipping,Uzbek President Mirziyoyev,,bp_mentionee,98b0c9a271b0179f39684b7b4d774fc8,bp_mentionee__98b0c9a271b0179f39684b7b4d774fc8
uzbek president,Uzbek President Mirziyoyev,heads of state,,,,,,,Consulates,Uzbek President Mirziyoyev,,bp_mentionee,98b0c9a271b0179f39684b7b4d774fc8,bp_mentionee__98b0c9a271b0179f39684b7b4d774fc8
berdimuhamedov,Turkmen President Berdimuhamedov,heads of state,,,,,,,Shipping,Turkmen President Berdimuhamedov,,bp_mentionee,f7ed64279a4b0c09f6afc193bab509c2,bp_mentionee__f7ed64279a4b0c09f6afc193bab509c2
berdymukhamedov,Turkmen President Berdimuhamedov,heads of state,,,,,,,Diplomat,Turkmen President Berdimuhamedov,,bp_mentionee,f7ed64279a4b0c09f6afc193bab509c2,bp_mentionee__f7ed64279a4b0c09f6afc193bab509c2
berdymukhamedow,Turkmen President Berdimuhamedov,heads of state,,,,,,,Organization,Turkmen President Berdimuhamedov,,bp_mentionee,f7ed64279a4b0c09f6afc193bab509c2,bp_mentionee__f7ed64279a4b0c09f6afc193bab509c2
berdymukhamedow,Turkmen President Berdimuhamedov,heads of state,,,,,,,LegislativeCommittee,Turkmen President Berdimuhamedov,,bp_mentionee,f7ed64279a4b0c09f6afc193bab509c2,bp_mentionee__f7ed64279a4b0c09f6afc193bab509c2
turkmenistan president,Turkmen President Berdimuhamedov,heads of state,,,,,,,Keyphrase,Turkmen President Berdimuhamedov,,bp_mentionee,f7ed64279a4b0c09f6afc193bab509c2,bp_mentionee__f7ed64279a4b0c09f6afc193bab509c2
president of turkmenistan,Turkmen President Berdimuhamedov,heads of state,,,,,,,AAEntity,Turkmen President Berdimuhamedov,,bp_mentionee,f7ed64279a4b0c09f6afc193bab509c2,bp_mentionee__f7ed64279a4b0c09f6afc193bab509c2
turkmen president,Turkmen President Berdimuhamedov,heads of state,,,,,,,DiplomaticFacilities,Turkmen President Berdimuhamedov,,bp_mentionee,f7ed64279a4b0c09f6afc193bab509c2,bp_mentionee__f7ed64279a4b0c09f6afc193bab509c2
@dz_pm_djerad,Algerian Prime Minister Djerad,heads of state,,,,,,,LegislativeCommittee,Algerian Prime Minister Djerad,,bp_mentionee,2c52602d0e74fc6e7636bdb368706e59,bp_mentionee__2c52602d0e74fc6e7636bdb368706e59
@tebbouneamadjid,Algerian President Tebboune,heads of state,,,,,,,Media,Algerian President Tebboune,,bp_mentionee,ff051245fbc42cefc2b2386816afcbdc,bp_mentionee__ff051245fbc42cefc2b2386816afcbdc
@xavierespot,Andorran Prime Minister Zamora,heads of state,,,,,,,CompanyKeyword,Andorran Prime Minister Zamora,,bp_mentionee,fbf8f38ef74008a580c12fdba268ae72,bp_mentionee__fbf8f38ef74008a580c12fdba268ae72
@arm_president,Armenian President Sarkissian,heads of state,,,,,,,IndustryTerm,Armenian President Sarkissian,,bp_mentionee,ebfa175082df6f2c6d8d85488a56bc43,bp_mentionee__ebfa175082df6f2c6d8d85488a56bc43
@christophedabir,Burkina Faso Prime Minister Dabire,heads of state,,,,,,,CompanyKeyword,Burkina Faso Prime Minister Dabire,,bp_mentionee,8876a916f3af15edbc9d50ee747e5216,bp_mentionee__8876a916f3af15edbc9d50ee747e5216
@cameroonpm237,Cameroonian Prime Minister Ngute,heads of state,,,,,,,LegislativeCommittee,Cameroonian Prime Minister Ngute,,bp_mentionee,1195df762af5d4ab12ddaace870d1e9a,bp_mentionee__1195df762af5d4ab12ddaace870d1e9a
@mmarrerocruz,Cuban Prime Minister Marrero,heads of state,,,,,,,Pipeline,Cuban Prime Minister Marrero,,bp_mentionee,4f2c4d0e5154a914027fe46f63e4de83,bp_mentionee__4f2c4d0e5154a914027fe46f63e4de83
@diazcanelb,Cuban President Diaz-Canel,heads of state,,,,,,,AAEntity,Cuban President Diaz-Canel,,bp_mentionee,aeab95d9b2d9fec13fa1ecba47ae908c,bp_mentionee__aeab95d9b2d9fec13fa1ecba47ae908c
@ilunkambas,former DRC Prime Minister Ilunga Ilunkamba,heads of state,,,,,,,Pipeline,former DRC Prime Minister Ilunga Ilunkamba,,bp_mentionee,f69d5beb50ea378ab674c29486d13f8d,bp_mentionee__f69d5beb50ea378ab674c29486d13f8d
@gakhariagiorgi,Georgian Prime Minister Gakharia,heads of state,,,,,,,CompanyKeyword,Georgian Prime Minister Gakharia,,bp_mentionee,5f7b47791fed5bba87a64c1af13b3b2f,bp_mentionee__5f7b47791fed5bba87a64c1af13b3b2f
@zourabichvili_s,Georgian President Zourabichvili,heads of state,,,,,,,Diplomat,Georgian President Zourabichvili,,bp_mentionee,7846cbb8c6f085fafc1eb1f82299d872,bp_mentionee__7846cbb8c6f085fafc1eb1f82299d872
@presidencygr,Greek President Sakellaropoulou,heads of state,,,,,,,Consulates,Greek President Sakellaropoulou,,bp_mentionee,42ecb0b43177917ada454d1992dc41c6,bp_mentionee__42ecb0b43177917ada454d1992dc41c6
@jouthejoseph,Haitian Prime Minister Jouthe,heads of state,,,,,,,Pipeline,Haitian Prime Minister Jouthe,,bp_mentionee,9b6b93c69589f1e2a06c18a2efa762e3,bp_mentionee__9b6b93c69589f1e2a06c18a2efa762e3
@makadhimi,Iraqi Prime Minister al-Kadhimi,heads of state,,,,,,,Shipping,Iraqi Prime Minister al-Kadhimi,,bp_mentionee,be16fd8ae2b41fdaeadcb075089ecbff,bp_mentionee__be16fd8ae2b41fdaeadcb075089ecbff
@valstsgriba,Latvian President Levits,heads of state,,,,,,,ForeignMinistry,Latvian President Levits,,bp_mentionee,c5b232bc8024334205ee79774f1d32d4,bp_mentionee__c5b232bc8024334205ee79774f1d32d4
@gitanasnauseda,Lithuanian President Nauseda,heads of state,,,,,,,IndustryTerm,Lithuanian President Nauseda,,bp_mentionee,5a51868a8a4db9c31122fcce8252e08f,bp_mentionee__5a51868a8a4db9c31122fcce8252e08f
@robertabela_mt,Maltese Prime Minister Abela,heads of state,,,,,,,ForeignMinister,Maltese Prime Minister Abela,,bp_mentionee,e18e0a71a8c99679b44895409d032d8b,bp_mentionee__e18e0a71a8c99679b44895409d032d8b
@cheikhghazouani,Mauritanian President El Ghazouani,heads of state,,,,,,,Refinery,Mauritanian President El Ghazouani,,bp_mentionee,57833e315366bc80babb3d6606c64c60,bp_mentionee__57833e315366bc80babb3d6606c64c60
@pkjugnauth,Mauritian Prime Minister Jugnauth,heads of state,,,,,,,Wells,Mauritian Prime Minister Jugnauth,,bp_mentionee,d92bcce6835db877797faaf25e30784f,bp_mentionee__d92bcce6835db877797faaf25e30784f
@presofpakistan,Pakistani President Alvi,heads of state,,,,,,,LegislativeCommittee,Pakistani President Alvi,,bp_mentionee,4148a8ce1c3de0223a241005f110eefa,bp_mentionee__4148a8ce1c3de0223a241005f110eefa
@kbkalthani,Qatari Prime Minister Khalifa,heads of state,,,,,,,Media,Qatari Prime Minister Khalifa,,bp_mentionee,8c5404f9d324838f85b70a24344f8c33,bp_mentionee__8c5404f9d324838f85b70a24344f8c33
@enabiam,Guinea-Bissau Prime Minister Nabiam,heads of state,,,,,,,space,Guinea-Bissau Prime Minister Nabiam,,bp_mentionee,0577f3d0ff06c9b32612a2613ab249a0,bp_mentionee__0577f3d0ff06c9b32612a2613ab249a0
@hassanakhaire,former Somali Prime Minister Khayre,heads of state,,,,,,,Exec,former Somali Prime Minister Khayre,,bp_mentionee,ed8faf7e374527e098d40c22cd3c4f5b,bp_mentionee__ed8faf7e374527e098d40c22cd3c4f5b
@prayutofficial,Thai Prime Minister Prayut,heads of state,,,,,,,Consulates,Thai Prime Minister Prayut,,bp_mentionee,72aad8f7eaab58cf777f7eaa5d03658c,bp_mentionee__72aad8f7eaab58cf777f7eaa5d03658c
@rdtllu,Timor-Leste President Guterres,heads of state,,,,,,,space,Timor-Leste President Guterres,,bp_mentionee,56f2ffdb44a74ec08f3638d104f57a52,bp_mentionee__56f2ffdb44a74ec08f3638d104f57a52
@taurde,Timor-Leste Prime Minister Ruak,heads of state,,,,,,,IndustryTerm,Timor-Leste Prime Minister Ruak,,bp_mentionee,10a6eac4ccb60c68036e1802ff29e7d3,bp_mentionee__10a6eac4ccb60c68036e1802ff29e7d3
@tuvalupm,Tuvalu Prime Minister Natano,heads of state,,,,,,,ForeignMinister,Tuvalu Prime Minister Natano,,bp_mentionee,f0fd6c84a1a83fbb76a7af24c8ac0d06,bp_mentionee__f0fd6c84a1a83fbb76a7af24c8ac0d06
@denys_shmyhal,Ukrainian Prime Minister Shmyhal,heads of state,,,,,,,Refinery,Ukrainian Prime Minister Shmyhal,,bp_mentionee,7be5655126faa3b8f6894e299fbc2c12,bp_mentionee__7be5655126faa3b8f6894e299fbc2c12
@pmcanadien,Canadian Prime Minister Trudeau,heads of state,,,,,,,Diplomat,Canadian Prime Minister Trudeau,,bp_mentionee,cda3214ebbbffa05e8795568666c0fcd,bp_mentionee__cda3214ebbbffa05e8795568666c0fcd
@canadianpm,Canadian Prime Minister Trudeau,heads of state,,,,,,,Person,Canadian Prime Minister Trudeau,,bp_mentionee,cda3214ebbbffa05e8795568666c0fcd,bp_mentionee__cda3214ebbbffa05e8795568666c0fcd
@sebastianpinera,Chilean President Pinera,heads of state,,,,,,,Refinery,Chilean President Pinera,,bp_mentionee,06c7f23021af885a0e4ca0e2060e53c2,bp_mentionee__06c7f23021af885a0e4ca0e2060e53c2
@nayibbukele,El Salvador President Bukele,heads of state,,,,,,,space,El Salvador President Bukele,,bp_mentionee,b9374d0e4791ce8892f15fb7422cdf36,bp_mentionee__b9374d0e4791ce8892f15fb7422cdf36
@kmitsotakis,Greek Prime Minister Mitsotakis,heads of state,,,,,,,Wells,Greek Prime Minister Mitsotakis,,bp_mentionee,e255f95366b2895f557118f638d262b7,bp_mentionee__e255f95366b2895f557118f638d262b7
@narendramodi,Indian Prime Minister Modi,heads of state,,,,,,,Wells,Indian Prime Minister Modi,,bp_mentionee,2316eab578860ce8a47da407a3400fbf,bp_mentionee__2316eab578860ce8a47da407a3400fbf
@netanyahu,former Israeli Prime Minister Netanyahu,heads of state,,,,,,,Shipping,former Israeli Prime Minister Netanyahu,,bp_mentionee,07d0152c7998e91660ee60d0e08c1990,bp_mentionee__07d0152c7998e91660ee60d0e08c1990
@israelipm,Israeli Prime Minister Bennett,heads of state,,,,,,,Organization,Israeli Prime Minister Bennett,,bp_mentionee,92c6c63dc875deb0c0615cfaabb0a554,bp_mentionee__92c6c63dc875deb0c0615cfaabb0a554
@naftalibennett,Israeli Prime Minister Bennett,heads of state,,,,,,,Wells,Israeli Prime Minister Bennett,,bp_mentionee,92c6c63dc875deb0c0615cfaabb0a554,bp_mentionee__92c6c63dc875deb0c0615cfaabb0a554
@erna_solberg,Norwegian Prime Minister Solberg,heads of state,,,,,,,AAEntity,Norwegian Prime Minister Solberg,,bp_mentionee,8304df179ce340547d8b2e55bfa87364,bp_mentionee__8304df179ce340547d8b2e55bfa87364
@arifalvi,Pakistani President Alvi,heads of state,,,,,,,Shipping,Pakistani President Alvi,,bp_mentionee,4148a8ce1c3de0223a241005f110eefa,bp_mentionee__4148a8ce1c3de0223a241005f110eefa
@clementmouamba,Congolese Prime Minister Mouamba,heads of state,,,,,,,Keyphrase,Congolese Prime Minister Mouamba,,bp_mentionee,6d6a7d8a8f36d2da14087adeb6f4d3ea,bp_mentionee__6d6a7d8a8f36d2da14087adeb6f4d3ea
@m_farmaajo,Somali President Farmaajo,heads of state,,,,,,,Refinery,Somali President Farmaajo,,bp_mentionee,714d8fbb3565db0a81020b4049347726,bp_mentionee__714d8fbb3565db0a81020b4049347726
@markrutte,Dutch Prime Minister Rutte,heads of state,,,,,,,Wells,Dutch Prime Minister Rutte,,bp_mentionee,5aba855e48a75d8f232d86ecf2b16dc5,bp_mentionee__5aba855e48a75d8f232d86ecf2b16dc5
@georgeweahoff,Liberian President Weah,heads of state,,,,,,,space,Liberian President Weah,,bp_mentionee,d8a688f266057d254290fcb1acd0a170,bp_mentionee__d8a688f266057d254290fcb1acd0a170
@prepublicatl,Timor-Leste Prime Minister Vasconcelos,heads of state,,,,,,,Keyphrase,Timor-Leste Prime Minister Vasconcelos,,bp_mentionee,3b2f397ad427dca1902482d96e2a518e,bp_mentionee__3b2f397ad427dca1902482d96e2a518e
@muhyiddinyassin,Malaysian Prime Minister Muhyiddin,heads of state,,,,,,,FTO,Malaysian Prime Minister Muhyiddin,,bp_mentionee,aa41ed8c3312462044314adff5c2d41b,bp_mentionee__aa41ed8c3312462044314adff5c2d41b
@ukhurelsukh,Mongolian Prime Minister Khurelsukh,heads of state,,,,,,,Exec,Mongolian Prime Minister Khurelsukh,,bp_mentionee,edb456d5c47e908392b568083e5dd49a,bp_mentionee__edb456d5c47e908392b568083e5dd49a
@battulgakh,Mongolian President Battulga,heads of state,,,,,,,Media,Mongolian President Battulga,,bp_mentionee,e3946480a4bd03343aa24ede4e2ac4c7,bp_mentionee__e3946480a4bd03343aa24ede4e2ac4c7
@pr_paul_biya,Cameroonian President Biya,heads of state,,,,,,,Keyphrase,Cameroonian President Biya,,bp_mentionee,33aa40157ff9df0124c4ed217f18299d,bp_mentionee__33aa40157ff9df0124c4ed217f18299d
@vanderbellen,Austrian President Van der Bellen,heads of state,,,,,,,IndustryTerm,Austrian President Van der Bellen,,bp_mentionee,c80d483227a247b3c9d6779814e89567,bp_mentionee__c80d483227a247b3c9d6779814e89567
@sophie_wilmes,Belgian Foreign Minister Wilmes,heads of state,,,,,,,Pipeline,Belgian Foreign Minister Wilmes,,bp_mentionee,f8bf74f1fc0d47b1c1fd54bb1707fedc,bp_mentionee__f8bf74f1fc0d47b1c1fd54bb1707fedc
@anastasiadescy,Cypriot President Anastasiades,heads of state,,,,,,,CompanyKeyword,Cypriot President Anastasiades,,bp_mentionee,0c024e1da4af78c2a933d37b91c906a0,bp_mentionee__0c024e1da4af78c2a933d37b91c906a0
@marinsanna,Finnish Prime Minister Marin,heads of state,,,,,,,Pipeline,Finnish Prime Minister Marin,,bp_mentionee,2459aa7632d31571df505cca9a99c762,bp_mentionee__2459aa7632d31571df505cca9a99c762
@ephilippepm,former French Prime Minister Philippe,heads of state,,,,,,,Keyphrase,former French Prime Minister Philippe,,bp_mentionee,517da138a9dd69b7e2e450ae1d5bbd0c,bp_mentionee__517da138a9dd69b7e2e450ae1d5bbd0c
@adrian_hasler,Liechtenstein Prime Minister Hasler,heads of state,,,,,,,Refinery,Liechtenstein Prime Minister Hasler,,bp_mentionee,a317ddabd0cee990ddc5e807df039239,bp_mentionee__a317ddabd0cee990ddc5e807df039239
@presidentmt,Maltese President Vella,heads of state,,,,,,,IndustryTerm,Maltese President Vella,,bp_mentionee,ad6bfe3f823b8f1bb6da60bb0cb463d9,bp_mentionee__ad6bfe3f823b8f1bb6da60bb0cb463d9
@ilirmetazyrtar,Albanian President Meta,heads of state,,,,,,,Person,Albanian President Meta,,bp_mentionee,9dc2ab9e93984071a096b0fcd7210c18,bp_mentionee__9dc2ab9e93984071a096b0fcd7210c18
@jlprdeangola,Angolan President Lourenco,heads of state,,,,,,,Wells,Angolan President Lourenco,,bp_mentionee,3f99952e7cde28b9e46bf1d6615da178,bp_mentionee__3f99952e7cde28b9e46bf1d6615da178
@presidentofbg,Bulgarian President Radev,heads of state,,,,,,,Pipeline,Bulgarian President Radev,,bp_mentionee,a4dc2c815e61a0043545b28613d4fff8,bp_mentionee__a4dc2c815e61a0043545b28613d4fff8
@carlosalvq,Costa Rican President Quesada,heads of state,,,,,,,Diplomat,Costa Rican President Quesada,,bp_mentionee,762b15ca19f1d18013b8ca4b028c9aaa,bp_mentionee__762b15ca19f1d18013b8ca4b028c9aaa
@amadougon,former Ivorian Prime Minister Coulibaly,heads of state,,,,,,,Organization,former Ivorian Prime Minister Coulibaly,,bp_mentionee,e4794b4a32e733fbaf01127d5750b2e6,bp_mentionee__e4794b4a32e733fbaf01127d5750b2e6
@alphacondepresi,Guinean President Conde,heads of state,,,,,,,Legislator,Guinean President Conde,,bp_mentionee,a070e46d609a0bdab6d1091ced1f8cf6,bp_mentionee__a070e46d609a0bdab6d1091ced1f8cf6
@ibrahimakfofana,Guinean Prime Minister Fofana,heads of state,,,,,,,Refinery,Guinean Prime Minister Fofana,,bp_mentionee,210bc64c1423f165fcdaefabcfa999b6,bp_mentionee__210bc64c1423f165fcdaefabcfa999b6
@presidentisl,Icelandic President Johannesen,heads of state,,,,,,,ForeignMinistry,Icelandic President Johannesen,,bp_mentionee,fe8b68dfcde45ee4a90616e499e15d6d,bp_mentionee__fe8b68dfcde45ee4a90616e499e15d6d
@rashtrapatibhvn,Indian President Kovind,heads of state,,,,,,,Refinery,Indian President Kovind,,bp_mentionee,c5fcb7ce123dfac4ab43f0e008bbd2a3,bp_mentionee__c5fcb7ce123dfac4ab43f0e008bbd2a3
@giuseppeconteit,Italian Prime Minister Conte,heads of state,,,,,,,Organization,Italian Prime Minister Conte,,bp_mentionee,58270d372da39ed41ac8f0f7037964de,bp_mentionee__58270d372da39ed41ac8f0f7037964de
@kingabdullahii,Jordanian King Abdullah,heads of state,,,,,,,CompanyKeyword,Jordanian King Abdullah,,bp_mentionee,3df191aa3077aaf3a00017d1be6a69e3,bp_mentionee__3df191aa3077aaf3a00017d1be6a69e3
@se_rajoelina,Madagascar President Rajoelina,heads of state,,,,,,,CompanyKeyword,Madagascar President Rajoelina,,bp_mentionee,34cea96461b4c21e0cd3223fa8c8c2bf,bp_mentionee__34cea96461b4c21e0cd3223fa8c8c2bf
@pjugnauth,Mauritius Prime Minister Jugnauth,heads of state,,,,,,,Organization,Mauritius Prime Minister Jugnauth,,bp_mentionee,e7bf9ede515c99cca952599b6310bf96,bp_mentionee__e7bf9ede515c99cca952599b6310bf96
@predsjednik_cg,Montengrin President Dukanovic,heads of state,,,,,,,ForeignMinister,Montengrin President Dukanovic,,bp_mentionee,5fee89b5984c8d39a8f4f05eed83890a,bp_mentionee__5fee89b5984c8d39a8f4f05eed83890a
@o_spasovski,North Macedonian Prime Minister Spasovski,heads of state,,,,,,,DiplomaticFacilities,North Macedonian Prime Minister Spasovski,,bp_mentionee,cd26e5d574a6af4056aeb26c9a5f2189,bp_mentionee__cd26e5d574a6af4056aeb26c9a5f2189
@morawieckim,Polish Prime Minister Morawiecki,heads of state,,,,,,,Legislator,Polish Prime Minister Morawiecki,,bp_mentionee,6c63adb0585bda11b87521ac631042eb,bp_mentionee__6c63adb0585bda11b87521ac631042eb
@edngirente,Rwandan Prime Minister Ngirente,heads of state,,,,,,,DiplomaticFacilities,Rwandan Prime Minister Ngirente,,bp_mentionee,f3844966870e38dbca63fcfef6f4b9c6,bp_mentionee__f3844966870e38dbca63fcfef6f4b9c6
@presidentbio,Sierra Leonean President Bio,heads of state,,,,,,,News,Sierra Leonean President Bio,,bp_mentionee,242d29c692f9c2645845b6072369a3c6,bp_mentionee__242d29c692f9c2645845b6072369a3c6
@allenmchastanet,St. Lucia Prime Minister Chastanet,heads of state,,,,,,,Organization,St. Lucia Prime Minister Chastanet,,bp_mentionee,34cadd2153071a8f5fc69a9b4f257a78,bp_mentionee__34cadd2153071a8f5fc69a9b4f257a78
@barrowpresident,Gambian President Barrow,heads of state,,,,,,,CompanyKeyword,Gambian President Barrow,,bp_mentionee,d7af56b01f05c8a442c1164c34572005,bp_mentionee__d7af56b01f05c8a442c1164c34572005
@potus,US President Biden,heads of state,,,,,,,FTO,US President Biden,,bp_mentionee,47ee719ce9b6a8bb684173536d8d3bbf,bp_mentionee__47ee719ce9b6a8bb684173536d8d3bbf
@drmaeensaeed,Yemeni Prime Minister Saeed,heads of state,,,,,,,Refinery,Yemeni Prime Minister Saeed,,bp_mentionee,a785f1e974d73048bbb975e04ac07bea,bp_mentionee__a785f1e974d73048bbb975e04ac07bea
@generalneva,Burundian President Ndayishimiye,heads of state,,,,,,,space,Burundian President Ndayishimiye,,bp_mentionee,2c77ee474dc4979efdf1d023a41efad3,bp_mentionee__2c77ee474dc4979efdf1d023a41efad3
@firminngrebada,CAR Prime Minister Ngrebada,heads of state,,,,,,,DiplomaticFacilities,CAR Prime Minister Ngrebada,,bp_mentionee,1485e74f2f2de2e2284eba18a8bef31f,bp_mentionee__1485e74f2f2de2e2284eba18a8bef31f
@brunotshibala,DRC Prime Minister Shibala,heads of state,,,,,,,Exec,DRC Prime Minister Shibala,,bp_mentionee,1f87e2b100f9b3705fb1a402d6796412,bp_mentionee__1f87e2b100f9b3705fb1a402d6796412
@mostafamadbou10,Egyptian Prime Minister Madbouly,heads of state,,,,,,,LegislativeCommittee,Egyptian Prime Minister Madbouly,,bp_mentionee,9ec555d6255cb405cf0ed24f3b4797e0,bp_mentionee__9ec555d6255cb405cf0ed24f3b4797e0
